protein	stretch_length	letter	group	pfam_id
ENSP00000229329	12	H	Hs_ps1-2	PF12804.6
ENSP00000229329	12	H	Hs_ps1-2	PF12804.6
ENSP00000229329	5	L	Hs_ps1-2	PF12804.6
ENSP00000229329	2	L	Hs_ps1-2	PF12804.6
ENSP00000229329	3	L	Hs_ps1-2	PF12804.6
ENSP00000229329	10	L	Hs_ps1-2	PF12804.6
ENSP00000229329	4	L	Hs_ps1-2	PF12804.6
ENSP00000229329	8	L	Hs_ps1-2	PF12804.6
ENSP00000229329	6	L	Hs_ps1-2	PF12804.6
ENSP00000358458	4	E	Hs_ps1-2	PF07984.11
ENSP00000358458	4	E	Hs_ps1-2	PF07984.11
ENSP00000358458	7	E	Hs_ps1-2	PF07984.11
ENSP00000358458	6	E	Hs_ps1-2	PF07984.11
ENSP00000358458	6	E	Hs_ps1-2	PF07984.11
ENSP00000358458	4	E	Hs_ps1-2	PF07984.11
ENSP00000358458	7	E	Hs_ps1-2	PF07984.11
ENSP00000358458	6	E	Hs_ps1-2	PF07984.11
ENSP00000358458	4	E	Hs_ps1-2	PF07984.11
ENSP00000358458	3	E	Hs_ps1-2	PF07984.11
ENSP00000358458	6	E	Hs_ps1-2	PF07984.11
ENSP00000358458	3	E	Hs_ps1-2	PF07984.11
ENSP00000358458	12	H	Hs_ps1-2	PF07984.11
ENSP00000358458	14	H	Hs_ps1-2	PF07984.11
ENSP00000358458	19	H	Hs_ps1-2	PF07984.11
ENSP00000358458	11	H	Hs_ps1-2	PF07984.11
ENSP00000358458	5	H	Hs_ps1-2	PF07984.11
ENSP00000358458	8	H	Hs_ps1-2	PF07984.11
ENSP00000358458	11	H	Hs_ps1-2	PF07984.11
ENSP00000358458	9	H	Hs_ps1-2	PF07984.11
ENSP00000358458	14	H	Hs_ps1-2	PF07984.11
ENSP00000358458	15	H	Hs_ps1-2	PF07984.11
ENSP00000358458	15	H	Hs_ps1-2	PF07984.11
ENSP00000358458	2	L	Hs_ps1-2	PF07984.11
ENSP00000358458	7	L	Hs_ps1-2	PF07984.11
ENSP00000358458	3	L	Hs_ps1-2	PF07984.11
ENSP00000358458	4	L	Hs_ps1-2	PF07984.11
ENSP00000358458	11	L	Hs_ps1-2	PF07984.11
ENSP00000358458	4	L	Hs_ps1-2	PF07984.11
ENSP00000358458	10	L	Hs_ps1-2	PF07984.11
ENSP00000358458	5	L	Hs_ps1-2	PF07984.11
ENSP00000358458	5	L	Hs_ps1-2	PF07984.11
ENSP00000358458	2	L	Hs_ps1-2	PF07984.11
ENSP00000358458	4	L	Hs_ps1-2	PF07984.11
ENSP00000358458	13	L	Hs_ps1-2	PF07984.11
ENSP00000358458	4	L	Hs_ps1-2	PF07984.11
ENSP00000358458	14	L	Hs_ps1-2	PF07984.11
ENSP00000358458	7	L	Hs_ps1-2	PF07984.11
ENSP00000358458	7	L	Hs_ps1-2	PF07984.11
ENSP00000358458	4	L	Hs_ps1-2	PF07984.11
ENSP00000358458	4	L	Hs_ps1-2	PF07984.11
ENSP00000358458	3	L	Hs_ps1-2	PF07984.11
ENSP00000308575	3	E	Hs_ps1-2	PF07984.11
ENSP00000308575	3	E	Hs_ps1-2	PF07984.11
ENSP00000308575	7	E	Hs_ps1-2	PF07984.11
ENSP00000308575	6	E	Hs_ps1-2	PF07984.11
ENSP00000308575	6	E	Hs_ps1-2	PF07984.11
ENSP00000308575	3	E	Hs_ps1-2	PF07984.11
ENSP00000308575	7	E	Hs_ps1-2	PF07984.11
ENSP00000308575	6	E	Hs_ps1-2	PF07984.11
ENSP00000308575	5	E	Hs_ps1-2	PF07984.11
ENSP00000308575	6	E	Hs_ps1-2	PF07984.11
ENSP00000308575	2	E	Hs_ps1-2	PF07984.11
ENSP00000308575	3	E	Hs_ps1-2	PF07984.11
ENSP00000308575	12	H	Hs_ps1-2	PF07984.11
ENSP00000308575	14	H	Hs_ps1-2	PF07984.11
ENSP00000308575	17	H	Hs_ps1-2	PF07984.11
ENSP00000308575	13	H	Hs_ps1-2	PF07984.11
ENSP00000308575	5	H	Hs_ps1-2	PF07984.11
ENSP00000308575	12	H	Hs_ps1-2	PF07984.11
ENSP00000308575	11	H	Hs_ps1-2	PF07984.11
ENSP00000308575	9	H	Hs_ps1-2	PF07984.11
ENSP00000308575	15	H	Hs_ps1-2	PF07984.11
ENSP00000308575	15	H	Hs_ps1-2	PF07984.11
ENSP00000308575	14	H	Hs_ps1-2	PF07984.11
ENSP00000308575	3	L	Hs_ps1-2	PF07984.11
ENSP00000308575	7	L	Hs_ps1-2	PF07984.11
ENSP00000308575	1	L	Hs_ps1-2	PF07984.11
ENSP00000308575	3	L	Hs_ps1-2	PF07984.11
ENSP00000308575	4	L	Hs_ps1-2	PF07984.11
ENSP00000308575	11	L	Hs_ps1-2	PF07984.11
ENSP00000308575	4	L	Hs_ps1-2	PF07984.11
ENSP00000308575	11	L	Hs_ps1-2	PF07984.11
ENSP00000308575	5	L	Hs_ps1-2	PF07984.11
ENSP00000308575	5	L	Hs_ps1-2	PF07984.11
ENSP00000308575	2	L	Hs_ps1-2	PF07984.11
ENSP00000308575	1	L	Hs_ps1-2	PF07984.11
ENSP00000308575	14	L	Hs_ps1-2	PF07984.11
ENSP00000308575	4	L	Hs_ps1-2	PF07984.11
ENSP00000308575	1	L	Hs_ps1-2	PF07984.11
ENSP00000308575	11	L	Hs_ps1-2	PF07984.11
ENSP00000308575	7	L	Hs_ps1-2	PF07984.11
ENSP00000308575	6	L	Hs_ps1-2	PF07984.11
ENSP00000308575	5	L	Hs_ps1-2	PF07984.11
ENSP00000308575	4	L	Hs_ps1-2	PF07984.11
ENSP00000308575	2	L	Hs_ps1-2	PF07984.11
ENSP00000289166	3	E	Hs_ps1-2	PF07984.11
ENSP00000289166	3	E	Hs_ps1-2	PF07984.11
ENSP00000289166	7	E	Hs_ps1-2	PF07984.11
ENSP00000289166	6	E	Hs_ps1-2	PF07984.11
ENSP00000289166	6	E	Hs_ps1-2	PF07984.11
ENSP00000289166	3	E	Hs_ps1-2	PF07984.11
ENSP00000289166	7	E	Hs_ps1-2	PF07984.11
ENSP00000289166	6	E	Hs_ps1-2	PF07984.11
ENSP00000289166	5	E	Hs_ps1-2	PF07984.11
ENSP00000289166	6	E	Hs_ps1-2	PF07984.11
ENSP00000289166	3	E	Hs_ps1-2	PF07984.11
ENSP00000289166	12	H	Hs_ps1-2	PF07984.11
ENSP00000289166	14	H	Hs_ps1-2	PF07984.11
ENSP00000289166	17	H	Hs_ps1-2	PF07984.11
ENSP00000289166	13	H	Hs_ps1-2	PF07984.11
ENSP00000289166	7	H	Hs_ps1-2	PF07984.11
ENSP00000289166	12	H	Hs_ps1-2	PF07984.11
ENSP00000289166	11	H	Hs_ps1-2	PF07984.11
ENSP00000289166	10	H	Hs_ps1-2	PF07984.11
ENSP00000289166	15	H	Hs_ps1-2	PF07984.11
ENSP00000289166	15	H	Hs_ps1-2	PF07984.11
ENSP00000289166	15	H	Hs_ps1-2	PF07984.11
ENSP00000289166	3	L	Hs_ps1-2	PF07984.11
ENSP00000289166	7	L	Hs_ps1-2	PF07984.11
ENSP00000289166	1	L	Hs_ps1-2	PF07984.11
ENSP00000289166	3	L	Hs_ps1-2	PF07984.11
ENSP00000289166	4	L	Hs_ps1-2	PF07984.11
ENSP00000289166	11	L	Hs_ps1-2	PF07984.11
ENSP00000289166	4	L	Hs_ps1-2	PF07984.11
ENSP00000289166	11	L	Hs_ps1-2	PF07984.11
ENSP00000289166	5	L	Hs_ps1-2	PF07984.11
ENSP00000289166	5	L	Hs_ps1-2	PF07984.11
ENSP00000289166	1	L	Hs_ps1-2	PF07984.11
ENSP00000289166	14	L	Hs_ps1-2	PF07984.11
ENSP00000289166	4	L	Hs_ps1-2	PF07984.11
ENSP00000289166	14	L	Hs_ps1-2	PF07984.11
ENSP00000289166	6	L	Hs_ps1-2	PF07984.11
ENSP00000289166	6	L	Hs_ps1-2	PF07984.11
ENSP00000289166	5	L	Hs_ps1-2	PF07984.11
ENSP00000289166	4	L	Hs_ps1-2	PF07984.11
ENSP00000289166	3	L	Hs_ps1-2	PF07984.11
ENSP00000311184	3	E	Hs_ps1-2	PF01759.20
ENSP00000311184	4	E	Hs_ps1-2	PF01759.20
ENSP00000311184	5	E	Hs_ps1-2	PF01759.20
ENSP00000311184	3	H	Hs_ps1-2	PF01759.20
ENSP00000311184	18	L	Hs_ps1-2	PF01759.20
ENSP00000311184	32	L	Hs_ps1-2	PF01759.20
ENSP00000311184	6	L	Hs_ps1-2	PF01759.20
ENSP00000311184	13	L	Hs_ps1-2	PF01759.20
ENSP00000245544	4	E	Hs_ps1-2	PF07575.12
ENSP00000245544	22	H	Hs_ps1-2	PF07575.12
ENSP00000245544	27	H	Hs_ps1-2	PF07575.12
ENSP00000245544	25	H	Hs_ps1-2	PF07575.12
ENSP00000245544	12	H	Hs_ps1-2	PF07575.12
ENSP00000245544	7	H	Hs_ps1-2	PF07575.12
ENSP00000245544	13	H	Hs_ps1-2	PF07575.12
ENSP00000245544	11	H	Hs_ps1-2	PF07575.12
ENSP00000245544	15	H	Hs_ps1-2	PF07575.12
ENSP00000245544	20	H	Hs_ps1-2	PF07575.12
ENSP00000245544	12	H	Hs_ps1-2	PF07575.12
ENSP00000245544	24	H	Hs_ps1-2	PF07575.12
ENSP00000245544	12	H	Hs_ps1-2	PF07575.12
ENSP00000245544	11	H	Hs_ps1-2	PF07575.12
ENSP00000245544	11	H	Hs_ps1-2	PF07575.12
ENSP00000245544	14	H	Hs_ps1-2	PF07575.12
ENSP00000245544	14	H	Hs_ps1-2	PF07575.12
ENSP00000245544	11	H	Hs_ps1-2	PF07575.12
ENSP00000245544	13	H	Hs_ps1-2	PF07575.12
ENSP00000245544	12	H	Hs_ps1-2	PF07575.12
ENSP00000245544	18	H	Hs_ps1-2	PF07575.12
ENSP00000245544	11	H	Hs_ps1-2	PF07575.12
ENSP00000245544	16	H	Hs_ps1-2	PF07575.12
ENSP00000245544	30	H	Hs_ps1-2	PF07575.12
ENSP00000245544	16	H	Hs_ps1-2	PF07575.12
ENSP00000245544	15	H	Hs_ps1-2	PF07575.12
ENSP00000245544	8	L	Hs_ps1-2	PF07575.12
ENSP00000245544	7	L	Hs_ps1-2	PF07575.12
ENSP00000245544	7	L	Hs_ps1-2	PF07575.12
ENSP00000245544	8	L	Hs_ps1-2	PF07575.12
ENSP00000245544	5	L	Hs_ps1-2	PF07575.12
ENSP00000245544	8	L	Hs_ps1-2	PF07575.12
ENSP00000245544	2	L	Hs_ps1-2	PF07575.12
ENSP00000245544	5	L	Hs_ps1-2	PF07575.12
ENSP00000245544	11	L	Hs_ps1-2	PF07575.12
ENSP00000245544	5	L	Hs_ps1-2	PF07575.12
ENSP00000245544	3	L	Hs_ps1-2	PF07575.12
ENSP00000245544	9	L	Hs_ps1-2	PF07575.12
ENSP00000245544	8	L	Hs_ps1-2	PF07575.12
ENSP00000245544	2	L	Hs_ps1-2	PF07575.12
ENSP00000245544	3	L	Hs_ps1-2	PF07575.12
ENSP00000245544	13	L	Hs_ps1-2	PF07575.12
ENSP00000245544	4	L	Hs_ps1-2	PF07575.12
ENSP00000245544	2	L	Hs_ps1-2	PF07575.12
ENSP00000245544	6	L	Hs_ps1-2	PF07575.12
ENSP00000245544	3	L	Hs_ps1-2	PF07575.12
ENSP00000245544	2	L	Hs_ps1-2	PF07575.12
ENSP00000245544	3	L	Hs_ps1-2	PF07575.12
ENSP00000245544	6	L	Hs_ps1-2	PF07575.12
ENSP00000245544	1	L	Hs_ps1-2	PF07575.12
ENSP00000245544	5	L	Hs_ps1-2	PF07575.12
ENSP00000245544	9	L	Hs_ps1-2	PF07575.12
ENSP00000297195	7	E	Hs_ps1-2	PF01733.17
ENSP00000297195	22	H	Hs_ps1-2	PF01733.17
ENSP00000297195	9	H	Hs_ps1-2	PF01733.17
ENSP00000297195	18	H	Hs_ps1-2	PF01733.17
ENSP00000297195	24	H	Hs_ps1-2	PF01733.17
ENSP00000297195	12	H	Hs_ps1-2	PF01733.17
ENSP00000297195	30	H	Hs_ps1-2	PF01733.17
ENSP00000297195	14	H	Hs_ps1-2	PF01733.17
ENSP00000297195	20	H	Hs_ps1-2	PF01733.17
ENSP00000297195	24	H	Hs_ps1-2	PF01733.17
ENSP00000297195	2	L	Hs_ps1-2	PF01733.17
ENSP00000297195	1	L	Hs_ps1-2	PF01733.17
ENSP00000297195	7	L	Hs_ps1-2	PF01733.17
ENSP00000297195	1	L	Hs_ps1-2	PF01733.17
ENSP00000297195	71	L	Hs_ps1-2	PF01733.17
ENSP00000297195	20	L	Hs_ps1-2	PF01733.17
ENSP00000297195	6	L	Hs_ps1-2	PF01733.17
ENSP00000297195	10	L	Hs_ps1-2	PF01733.17
ENSP00000297195	7	L	Hs_ps1-2	PF01733.17
ENSP00000315006	17	H	Hs_ps1-2	PF07662.12
ENSP00000315006	46	H	Hs_ps1-2	PF07662.12
ENSP00000315006	17	H	Hs_ps1-2	PF07662.12
ENSP00000315006	34	H	Hs_ps1-2	PF07662.12
ENSP00000315006	28	H	Hs_ps1-2	PF07662.12
ENSP00000315006	24	L	Hs_ps1-2	PF07662.12
ENSP00000315006	5	L	Hs_ps1-2	PF07662.12
ENSP00000315006	3	L	Hs_ps1-2	PF07662.12
ENSP00000315006	15	L	Hs_ps1-2	PF07662.12
ENSP00000315006	6	L	Hs_ps1-2	PF07662.12
ENSP00000315006	13	H	Hs_ps1-2	PF01773.19
ENSP00000315006	20	H	Hs_ps1-2	PF01773.19
ENSP00000315006	20	H	Hs_ps1-2	PF01773.19
ENSP00000315006	7	L	Hs_ps1-2	PF01773.19
ENSP00000315006	3	L	Hs_ps1-2	PF01773.19
ENSP00000315006	3	L	Hs_ps1-2	PF01773.19
ENSP00000347626	3	E	Hs_ps1-2	PF14050.5
ENSP00000347626	11	H	Hs_ps1-2	PF14050.5
ENSP00000347626	13	H	Hs_ps1-2	PF14050.5
ENSP00000347626	3	L	Hs_ps1-2	PF14050.5
ENSP00000347626	4	L	Hs_ps1-2	PF14050.5
ENSP00000347626	13	L	Hs_ps1-2	PF14050.5
ENSP00000492425	9	E	Hs_ps1-2	PF00293.27
ENSP00000492425	7	E	Hs_ps1-2	PF00293.27
ENSP00000492425	2	E	Hs_ps1-2	PF00293.27
ENSP00000492425	13	E	Hs_ps1-2	PF00293.27
ENSP00000492425	11	E	Hs_ps1-2	PF00293.27
ENSP00000492425	3	E	Hs_ps1-2	PF00293.27
ENSP00000492425	12	H	Hs_ps1-2	PF00293.27
ENSP00000492425	4	H	Hs_ps1-2	PF00293.27
ENSP00000492425	9	H	Hs_ps1-2	PF00293.27
ENSP00000492425	4	L	Hs_ps1-2	PF00293.27
ENSP00000492425	6	L	Hs_ps1-2	PF00293.27
ENSP00000492425	11	L	Hs_ps1-2	PF00293.27
ENSP00000492425	3	L	Hs_ps1-2	PF00293.27
ENSP00000492425	6	L	Hs_ps1-2	PF00293.27
ENSP00000492425	10	L	Hs_ps1-2	PF00293.27
ENSP00000492425	1	L	Hs_ps1-2	PF00293.27
ENSP00000492425	1	L	Hs_ps1-2	PF00293.27
ENSP00000492425	2	L	Hs_ps1-2	PF00293.27
ENSP00000230792	2	E	Hs_ps1-2	PF00293.27
ENSP00000230792	5	E	Hs_ps1-2	PF00293.27
ENSP00000230792	5	E	Hs_ps1-2	PF00293.27
ENSP00000230792	8	E	Hs_ps1-2	PF00293.27
ENSP00000230792	2	E	Hs_ps1-2	PF00293.27
ENSP00000230792	2	E	Hs_ps1-2	PF00293.27
ENSP00000230792	13	H	Hs_ps1-2	PF00293.27
ENSP00000230792	8	H	Hs_ps1-2	PF00293.27
ENSP00000230792	9	H	Hs_ps1-2	PF00293.27
ENSP00000230792	5	L	Hs_ps1-2	PF00293.27
ENSP00000230792	9	L	Hs_ps1-2	PF00293.27
ENSP00000230792	7	L	Hs_ps1-2	PF00293.27
ENSP00000230792	3	L	Hs_ps1-2	PF00293.27
ENSP00000230792	8	L	Hs_ps1-2	PF00293.27
ENSP00000230792	5	L	Hs_ps1-2	PF00293.27
ENSP00000230792	2	L	Hs_ps1-2	PF00293.27
ENSP00000230792	2	L	Hs_ps1-2	PF00293.27
ENSP00000373715	8	E	Hs_ps1-2	PF00293.27
ENSP00000373715	7	E	Hs_ps1-2	PF00293.27
ENSP00000373715	14	E	Hs_ps1-2	PF00293.27
ENSP00000373715	10	E	Hs_ps1-2	PF00293.27
ENSP00000373715	12	H	Hs_ps1-2	PF00293.27
ENSP00000373715	4	H	Hs_ps1-2	PF00293.27
ENSP00000373715	4	L	Hs_ps1-2	PF00293.27
ENSP00000373715	19	L	Hs_ps1-2	PF00293.27
ENSP00000373715	3	L	Hs_ps1-2	PF00293.27
ENSP00000373715	5	L	Hs_ps1-2	PF00293.27
ENSP00000373715	12	L	Hs_ps1-2	PF00293.27
ENSP00000230792	6	E	Hs_ps1-2	PF09296.10
ENSP00000230792	5	E	Hs_ps1-2	PF09296.10
ENSP00000230792	2	E	Hs_ps1-2	PF09296.10
ENSP00000230792	9	E	Hs_ps1-2	PF09296.10
ENSP00000230792	5	E	Hs_ps1-2	PF09296.10
ENSP00000230792	7	H	Hs_ps1-2	PF09296.10
ENSP00000230792	5	H	Hs_ps1-2	PF09296.10
ENSP00000230792	4	L	Hs_ps1-2	PF09296.10
ENSP00000230792	8	L	Hs_ps1-2	PF09296.10
ENSP00000230792	8	L	Hs_ps1-2	PF09296.10
ENSP00000230792	4	L	Hs_ps1-2	PF09296.10
ENSP00000230792	23	L	Hs_ps1-2	PF09296.10
ENSP00000230792	24	L	Hs_ps1-2	PF09296.10
ENSP00000230792	3	L	Hs_ps1-2	PF09296.10
ENSP00000408176	6	E	Hs_ps1-2	PF14815.5
ENSP00000408176	20	E	Hs_ps1-2	PF14815.5
ENSP00000408176	3	E	Hs_ps1-2	PF14815.5
ENSP00000408176	6	H	Hs_ps1-2	PF14815.5
ENSP00000408176	13	H	Hs_ps1-2	PF14815.5
ENSP00000408176	3	H	Hs_ps1-2	PF14815.5
ENSP00000408176	5	L	Hs_ps1-2	PF14815.5
ENSP00000408176	12	L	Hs_ps1-2	PF14815.5
ENSP00000408176	7	L	Hs_ps1-2	PF14815.5
ENSP00000408176	4	L	Hs_ps1-2	PF14815.5
ENSP00000408176	12	L	Hs_ps1-2	PF14815.5
ENSP00000408176	11	L	Hs_ps1-2	PF14815.5
ENSP00000344668	6	E	Hs_ps1-2	PF16705.4
ENSP00000344668	5	H	Hs_ps1-2	PF16705.4
ENSP00000344668	10	H	Hs_ps1-2	PF16705.4
ENSP00000344668	7	H	Hs_ps1-2	PF16705.4
ENSP00000344668	11	H	Hs_ps1-2	PF16705.4
ENSP00000344668	8	H	Hs_ps1-2	PF16705.4
ENSP00000344668	9	H	Hs_ps1-2	PF16705.4
ENSP00000344668	9	H	Hs_ps1-2	PF16705.4
ENSP00000344668	15	H	Hs_ps1-2	PF16705.4
ENSP00000344668	8	H	Hs_ps1-2	PF16705.4
ENSP00000344668	3	L	Hs_ps1-2	PF16705.4
ENSP00000344668	13	L	Hs_ps1-2	PF16705.4
ENSP00000344668	2	L	Hs_ps1-2	PF16705.4
ENSP00000344668	16	L	Hs_ps1-2	PF16705.4
ENSP00000344668	13	L	Hs_ps1-2	PF16705.4
ENSP00000344668	2	L	Hs_ps1-2	PF16705.4
ENSP00000344668	13	L	Hs_ps1-2	PF16705.4
ENSP00000344668	2	L	Hs_ps1-2	PF16705.4
ENSP00000344668	11	L	Hs_ps1-2	PF16705.4
ENSP00000344668	3	L	Hs_ps1-2	PF16705.4
ENSP00000339613	5	E	Hs_ps1-2	PF10250.8
ENSP00000339613	5	E	Hs_ps1-2	PF10250.8
ENSP00000339613	4	E	Hs_ps1-2	PF10250.8
ENSP00000339613	3	E	Hs_ps1-2	PF10250.8
ENSP00000339613	9	E	Hs_ps1-2	PF10250.8
ENSP00000339613	2	E	Hs_ps1-2	PF10250.8
ENSP00000339613	7	E	Hs_ps1-2	PF10250.8
ENSP00000339613	5	E	Hs_ps1-2	PF10250.8
ENSP00000339613	4	E	Hs_ps1-2	PF10250.8
ENSP00000339613	3	E	Hs_ps1-2	PF10250.8
ENSP00000339613	17	H	Hs_ps1-2	PF10250.8
ENSP00000339613	6	H	Hs_ps1-2	PF10250.8
ENSP00000339613	6	H	Hs_ps1-2	PF10250.8
ENSP00000339613	7	H	Hs_ps1-2	PF10250.8
ENSP00000339613	27	H	Hs_ps1-2	PF10250.8
ENSP00000339613	7	H	Hs_ps1-2	PF10250.8
ENSP00000339613	14	H	Hs_ps1-2	PF10250.8
ENSP00000339613	10	H	Hs_ps1-2	PF10250.8
ENSP00000339613	3	H	Hs_ps1-2	PF10250.8
ENSP00000339613	11	H	Hs_ps1-2	PF10250.8
ENSP00000339613	8	L	Hs_ps1-2	PF10250.8
ENSP00000339613	4	L	Hs_ps1-2	PF10250.8
ENSP00000339613	26	L	Hs_ps1-2	PF10250.8
ENSP00000339613	3	L	Hs_ps1-2	PF10250.8
ENSP00000339613	8	L	Hs_ps1-2	PF10250.8
ENSP00000339613	47	L	Hs_ps1-2	PF10250.8
ENSP00000339613	5	L	Hs_ps1-2	PF10250.8
ENSP00000339613	8	L	Hs_ps1-2	PF10250.8
ENSP00000339613	13	L	Hs_ps1-2	PF10250.8
ENSP00000339613	13	L	Hs_ps1-2	PF10250.8
ENSP00000339613	10	L	Hs_ps1-2	PF10250.8
ENSP00000339613	14	L	Hs_ps1-2	PF10250.8
ENSP00000339613	4	L	Hs_ps1-2	PF10250.8
ENSP00000339613	4	L	Hs_ps1-2	PF10250.8
ENSP00000339613	3	L	Hs_ps1-2	PF10250.8
ENSP00000339613	5	L	Hs_ps1-2	PF10250.8
ENSP00000339613	6	L	Hs_ps1-2	PF10250.8
ENSP00000339613	2	L	Hs_ps1-2	PF10250.8
ENSP00000339613	4	L	Hs_ps1-2	PF10250.8
ENSP00000257570	7	E	Hs_ps1-2	PF10421.8
ENSP00000257570	3	E	Hs_ps1-2	PF10421.8
ENSP00000257570	10	H	Hs_ps1-2	PF10421.8
ENSP00000257570	11	H	Hs_ps1-2	PF10421.8
ENSP00000257570	17	H	Hs_ps1-2	PF10421.8
ENSP00000257570	14	H	Hs_ps1-2	PF10421.8
ENSP00000257570	14	H	Hs_ps1-2	PF10421.8
ENSP00000257570	11	H	Hs_ps1-2	PF10421.8
ENSP00000257570	10	L	Hs_ps1-2	PF10421.8
ENSP00000257570	3	L	Hs_ps1-2	PF10421.8
ENSP00000257570	11	L	Hs_ps1-2	PF10421.8
ENSP00000257570	9	L	Hs_ps1-2	PF10421.8
ENSP00000257570	3	L	Hs_ps1-2	PF10421.8
ENSP00000257570	6	L	Hs_ps1-2	PF10421.8
ENSP00000257570	5	L	Hs_ps1-2	PF10421.8
ENSP00000257570	14	L	Hs_ps1-2	PF10421.8
ENSP00000444149	10	E	Hs_ps1-2	PF03137.19
ENSP00000444149	2	E	Hs_ps1-2	PF03137.19
ENSP00000444149	3	E	Hs_ps1-2	PF03137.19
ENSP00000444149	2	E	Hs_ps1-2	PF03137.19
ENSP00000444149	7	E	Hs_ps1-2	PF03137.19
ENSP00000444149	4	E	Hs_ps1-2	PF03137.19
ENSP00000444149	4	E	Hs_ps1-2	PF03137.19
ENSP00000444149	4	E	Hs_ps1-2	PF03137.19
ENSP00000444149	3	E	Hs_ps1-2	PF03137.19
ENSP00000444149	7	E	Hs_ps1-2	PF03137.19
ENSP00000444149	7	E	Hs_ps1-2	PF03137.19
ENSP00000444149	3	E	Hs_ps1-2	PF03137.19
ENSP00000444149	4	E	Hs_ps1-2	PF03137.19
ENSP00000444149	31	H	Hs_ps1-2	PF03137.19
ENSP00000444149	23	H	Hs_ps1-2	PF03137.19
ENSP00000444149	24	H	Hs_ps1-2	PF03137.19
ENSP00000444149	11	H	Hs_ps1-2	PF03137.19
ENSP00000444149	17	H	Hs_ps1-2	PF03137.19
ENSP00000444149	14	H	Hs_ps1-2	PF03137.19
ENSP00000444149	25	H	Hs_ps1-2	PF03137.19
ENSP00000444149	3	H	Hs_ps1-2	PF03137.19
ENSP00000444149	18	H	Hs_ps1-2	PF03137.19
ENSP00000444149	23	H	Hs_ps1-2	PF03137.19
ENSP00000444149	5	H	Hs_ps1-2	PF03137.19
ENSP00000444149	31	H	Hs_ps1-2	PF03137.19
ENSP00000444149	22	H	Hs_ps1-2	PF03137.19
ENSP00000444149	3	H	Hs_ps1-2	PF03137.19
ENSP00000444149	21	H	Hs_ps1-2	PF03137.19
ENSP00000444149	20	H	Hs_ps1-2	PF03137.19
ENSP00000444149	15	H	Hs_ps1-2	PF03137.19
ENSP00000444149	5	L	Hs_ps1-2	PF03137.19
ENSP00000444149	7	L	Hs_ps1-2	PF03137.19
ENSP00000444149	11	L	Hs_ps1-2	PF03137.19
ENSP00000444149	27	L	Hs_ps1-2	PF03137.19
ENSP00000444149	1	L	Hs_ps1-2	PF03137.19
ENSP00000444149	12	L	Hs_ps1-2	PF03137.19
ENSP00000444149	3	L	Hs_ps1-2	PF03137.19
ENSP00000444149	6	L	Hs_ps1-2	PF03137.19
ENSP00000444149	2	L	Hs_ps1-2	PF03137.19
ENSP00000444149	1	L	Hs_ps1-2	PF03137.19
ENSP00000444149	20	L	Hs_ps1-2	PF03137.19
ENSP00000444149	6	L	Hs_ps1-2	PF03137.19
ENSP00000444149	3	L	Hs_ps1-2	PF03137.19
ENSP00000444149	3	L	Hs_ps1-2	PF03137.19
ENSP00000444149	1	L	Hs_ps1-2	PF03137.19
ENSP00000444149	7	L	Hs_ps1-2	PF03137.19
ENSP00000444149	4	L	Hs_ps1-2	PF03137.19
ENSP00000444149	7	L	Hs_ps1-2	PF03137.19
ENSP00000444149	27	L	Hs_ps1-2	PF03137.19
ENSP00000444149	16	L	Hs_ps1-2	PF03137.19
ENSP00000444149	2	L	Hs_ps1-2	PF03137.19
ENSP00000444149	24	L	Hs_ps1-2	PF03137.19
ENSP00000444149	4	L	Hs_ps1-2	PF03137.19
ENSP00000444149	6	L	Hs_ps1-2	PF03137.19
ENSP00000444149	5	L	Hs_ps1-2	PF03137.19
ENSP00000444149	4	L	Hs_ps1-2	PF03137.19
ENSP00000444149	10	L	Hs_ps1-2	PF03137.19
ENSP00000444149	2	L	Hs_ps1-2	PF03137.19
ENSP00000256958	6	E	Hs_ps1-2	PF03137.19
ENSP00000256958	7	E	Hs_ps1-2	PF03137.19
ENSP00000256958	3	E	Hs_ps1-2	PF03137.19
ENSP00000256958	4	E	Hs_ps1-2	PF03137.19
ENSP00000256958	4	E	Hs_ps1-2	PF03137.19
ENSP00000256958	7	E	Hs_ps1-2	PF03137.19
ENSP00000256958	4	E	Hs_ps1-2	PF03137.19
ENSP00000256958	3	E	Hs_ps1-2	PF03137.19
ENSP00000256958	4	E	Hs_ps1-2	PF03137.19
ENSP00000256958	31	H	Hs_ps1-2	PF03137.19
ENSP00000256958	24	H	Hs_ps1-2	PF03137.19
ENSP00000256958	24	H	Hs_ps1-2	PF03137.19
ENSP00000256958	3	H	Hs_ps1-2	PF03137.19
ENSP00000256958	15	H	Hs_ps1-2	PF03137.19
ENSP00000256958	14	H	Hs_ps1-2	PF03137.19
ENSP00000256958	25	H	Hs_ps1-2	PF03137.19
ENSP00000256958	21	H	Hs_ps1-2	PF03137.19
ENSP00000256958	27	H	Hs_ps1-2	PF03137.19
ENSP00000256958	6	H	Hs_ps1-2	PF03137.19
ENSP00000256958	31	H	Hs_ps1-2	PF03137.19
ENSP00000256958	28	H	Hs_ps1-2	PF03137.19
ENSP00000256958	22	H	Hs_ps1-2	PF03137.19
ENSP00000256958	19	H	Hs_ps1-2	PF03137.19
ENSP00000256958	15	H	Hs_ps1-2	PF03137.19
