protein	number_letter	pfam_domain	domain_length	group	letter
ENSP00000386331	33	PF00373.17	101	Hs_ps1-2	L
ENSP00000386461	6	PF00373.17	102	Hs_ps1-2	E
ENSP00000386461	62	PF00373.17	102	Hs_ps1-2	H
ENSP00000386461	34	PF00373.17	102	Hs_ps1-2	L
ENSP00000261486	2	PF00373.17	106	Hs_ps1-2	E
ENSP00000261486	67	PF00373.17	106	Hs_ps1-2	H
ENSP00000261486	37	PF00373.17	106	Hs_ps1-2	L
ENSP00000344668	0	PF00373.17	121	Hs_ps1-2	E
ENSP00000344668	61	PF00373.17	121	Hs_ps1-2	H
ENSP00000344668	60	PF00373.17	121	Hs_ps1-2	L
ENSP00000363694	1	PF00373.17	108	Hs_ps1-2	E
ENSP00000363694	70	PF00373.17	108	Hs_ps1-2	H
ENSP00000363694	37	PF00373.17	108	Hs_ps1-2	L
ENSP00000338481	1	PF00373.17	109	Hs_ps1-2	E
ENSP00000338481	69	PF00373.17	109	Hs_ps1-2	H
ENSP00000338481	39	PF00373.17	109	Hs_ps1-2	L
ENSP00000298542	2	PF00373.17	107	Hs_ps1-2	E
ENSP00000298542	69	PF00373.17	107	Hs_ps1-2	H
ENSP00000298542	36	PF00373.17	107	Hs_ps1-2	L
ENSP00000338481	20	PF09379.9	62	Hs_ps1-2	E
ENSP00000338481	16	PF09379.9	62	Hs_ps1-2	H
ENSP00000338481	26	PF09379.9	62	Hs_ps1-2	L
ENSP00000261486	26	PF09379.9	66	Hs_ps1-2	E
ENSP00000261486	17	PF09379.9	66	Hs_ps1-2	H
ENSP00000261486	23	PF09379.9	66	Hs_ps1-2	L
ENSP00000363694	18	PF09379.9	62	Hs_ps1-2	E
ENSP00000363694	15	PF09379.9	62	Hs_ps1-2	H
ENSP00000363694	29	PF09379.9	62	Hs_ps1-2	L
ENSP00000394794	23	PF09379.9	61	Hs_ps1-2	E
ENSP00000394794	18	PF09379.9	61	Hs_ps1-2	H
ENSP00000394794	20	PF09379.9	61	Hs_ps1-2	L
ENSP00000353408	17	PF09379.9	60	Hs_ps1-2	E
ENSP00000353408	21	PF09379.9	60	Hs_ps1-2	H
ENSP00000353408	22	PF09379.9	60	Hs_ps1-2	L
ENSP00000298542	17	PF09379.9	62	Hs_ps1-2	E
ENSP00000298542	17	PF09379.9	62	Hs_ps1-2	H
ENSP00000298542	28	PF09379.9	62	Hs_ps1-2	L
ENSP00000338934	16	PF09379.9	59	Hs_ps1-2	E
ENSP00000338934	17	PF09379.9	59	Hs_ps1-2	H
ENSP00000338934	26	PF09379.9	59	Hs_ps1-2	L
ENSP00000344666	19	PF09379.9	58	Hs_ps1-2	E
ENSP00000344666	18	PF09379.9	58	Hs_ps1-2	H
ENSP00000344666	21	PF09379.9	58	Hs_ps1-2	L
ENSP00000367851	0	PF01794.18	162	Hs_ps1-2	E
ENSP00000367851	125	PF01794.18	162	Hs_ps1-2	H
ENSP00000367851	37	PF01794.18	162	Hs_ps1-2	L
ENSP00000384370	0	PF01794.18	141	Hs_ps1-2	E
ENSP00000384370	117	PF01794.18	141	Hs_ps1-2	H
ENSP00000384370	24	PF01794.18	141	Hs_ps1-2	L
ENSP00000366525	4	PF00210.23	139	Hs_ps1-2	E
ENSP00000366525	112	PF00210.23	139	Hs_ps1-2	H
ENSP00000366525	23	PF00210.23	139	Hs_ps1-2	L
ENSP00000372326	47	PF00762.18	320	Hs_ps1-2	E
ENSP00000372326	152	PF00762.18	320	Hs_ps1-2	H
ENSP00000372326	121	PF00762.18	320	Hs_ps1-2	L
ENSP00000300030	17	PF01883.18	66	Hs_ps1-2	E
ENSP00000300030	21	PF01883.18	66	Hs_ps1-2	H
ENSP00000300030	28	PF01883.18	66	Hs_ps1-2	L
ENSP00000264741	14	PF01839.22	36	Hs_ps1-2	E
ENSP00000264741	0	PF01839.22	36	Hs_ps1-2	H
ENSP00000264741	22	PF01839.22	36	Hs_ps1-2	L
ENSP00000264741	12	PF01839.22	35	Hs_ps1-2	E
ENSP00000264741	0	PF01839.22	35	Hs_ps1-2	H
ENSP00000264741	23	PF01839.22	35	Hs_ps1-2	L
ENSP00000418001	40	PF02782.15	187	Hs_ps1-2	E
ENSP00000418001	72	PF02782.15	187	Hs_ps1-2	H
ENSP00000418001	75	PF02782.15	187	Hs_ps1-2	L
ENSP00000418001	53	PF00370.20	261	Hs_ps1-2	E
ENSP00000418001	92	PF00370.20	261	Hs_ps1-2	H
ENSP00000418001	116	PF00370.20	261	Hs_ps1-2	L
ENSP00000225519	44	PF00370.20	256	Hs_ps1-2	E
ENSP00000225519	76	PF00370.20	256	Hs_ps1-2	H
ENSP00000225519	136	PF00370.20	256	Hs_ps1-2	L
ENSP00000383178	5	PF02181.22	371	Hs_ps1-2	E
ENSP00000383178	229	PF02181.22	371	Hs_ps1-2	H
ENSP00000383178	137	PF02181.22	371	Hs_ps1-2	L
ENSP00000454047	5	PF02181.22	390	Hs_ps1-2	E
ENSP00000454047	215	PF02181.22	390	Hs_ps1-2	H
ENSP00000454047	170	PF02181.22	390	Hs_ps1-2	L
ENSP00000376410	5	PF02181.22	364	Hs_ps1-2	E
ENSP00000376410	224	PF02181.22	364	Hs_ps1-2	H
ENSP00000376410	135	PF02181.22	364	Hs_ps1-2	L
ENSP00000323837	27	PF00498.25	77	Hs_ps1-2	E
ENSP00000323837	0	PF00498.25	77	Hs_ps1-2	H
ENSP00000323837	50	PF00498.25	77	Hs_ps1-2	L
ENSP00000316109	30	PF00498.25	73	Hs_ps1-2	E
ENSP00000316109	0	PF00498.25	73	Hs_ps1-2	H
ENSP00000316109	43	PF00498.25	73	Hs_ps1-2	L
ENSP00000366284	0	PF00498.25	69	Hs_ps1-2	E
ENSP00000366284	52	PF00498.25	69	Hs_ps1-2	H
ENSP00000366284	17	PF00498.25	69	Hs_ps1-2	L
ENSP00000356319	12	PF00498.25	65	Hs_ps1-2	E
ENSP00000356319	8	PF00498.25	65	Hs_ps1-2	H
ENSP00000356319	45	PF00498.25	65	Hs_ps1-2	L
ENSP00000265131	72	PF00147.17	209	Hs_ps1-2	E
ENSP00000265131	17	PF00147.17	209	Hs_ps1-2	H
ENSP00000265131	120	PF00147.17	209	Hs_ps1-2	L
ENSP00000366015	67	PF00147.17	211	Hs_ps1-2	E
ENSP00000366015	23	PF00147.17	211	Hs_ps1-2	H
ENSP00000366015	121	PF00147.17	211	Hs_ps1-2	L
ENSP00000270879	71	PF00147.17	209	Hs_ps1-2	E
ENSP00000270879	22	PF00147.17	209	Hs_ps1-2	H
ENSP00000270879	116	PF00147.17	209	Hs_ps1-2	L
ENSP00000335255	73	PF00147.17	219	Hs_ps1-2	E
ENSP00000335255	13	PF00147.17	219	Hs_ps1-2	H
ENSP00000335255	133	PF00147.17	219	Hs_ps1-2	L
ENSP00000167586	4	PF00038.20	310	Hs_ps1-2	E
ENSP00000167586	288	PF00038.20	310	Hs_ps1-2	H
ENSP00000167586	18	PF00038.20	310	Hs_ps1-2	L
ENSP00000246635	5	PF00038.20	311	Hs_ps1-2	E
ENSP00000246635	287	PF00038.20	311	Hs_ps1-2	H
ENSP00000246635	19	PF00038.20	311	Hs_ps1-2	L
ENSP00000301653	5	PF00038.20	310	Hs_ps1-2	E
ENSP00000301653	288	PF00038.20	310	Hs_ps1-2	H
ENSP00000301653	17	PF00038.20	310	Hs_ps1-2	L
ENSP00000310861	5	PF00038.20	313	Hs_ps1-2	E
ENSP00000310861	290	PF00038.20	313	Hs_ps1-2	H
ENSP00000310861	18	PF00038.20	313	Hs_ps1-2	L
ENSP00000252244	5	PF00038.20	312	Hs_ps1-2	E
ENSP00000252244	288	PF00038.20	312	Hs_ps1-2	H
ENSP00000252244	19	PF00038.20	312	Hs_ps1-2	L
ENSP00000251646	3	PF00038.20	311	Hs_ps1-2	E
ENSP00000251646	288	PF00038.20	311	Hs_ps1-2	H
ENSP00000251646	20	PF00038.20	311	Hs_ps1-2	L
ENSP00000377570	3	PF00038.20	311	Hs_ps1-2	E
ENSP00000377570	287	PF00038.20	311	Hs_ps1-2	H
ENSP00000377570	21	PF00038.20	311	Hs_ps1-2	L
ENSP00000257951	4	PF00038.20	311	Hs_ps1-2	E
ENSP00000257951	292	PF00038.20	311	Hs_ps1-2	H
ENSP00000257951	15	PF00038.20	311	Hs_ps1-2	L
ENSP00000267119	2	PF00038.20	313	Hs_ps1-2	E
ENSP00000267119	296	PF00038.20	313	Hs_ps1-2	H
ENSP00000267119	15	PF00038.20	313	Hs_ps1-2	L
ENSP00000257901	2	PF00038.20	311	Hs_ps1-2	E
ENSP00000257901	292	PF00038.20	311	Hs_ps1-2	H
ENSP00000257901	17	PF00038.20	311	Hs_ps1-2	L
ENSP00000310573	5	PF00038.20	313	Hs_ps1-2	E
ENSP00000310573	297	PF00038.20	313	Hs_ps1-2	H
ENSP00000310573	11	PF00038.20	313	Hs_ps1-2	L
ENSP00000293525	3	PF00038.20	311	Hs_ps1-2	E
ENSP00000293525	291	PF00038.20	311	Hs_ps1-2	H
ENSP00000293525	17	PF00038.20	311	Hs_ps1-2	L
ENSP00000366984	3	PF00038.20	311	Hs_ps1-2	E
ENSP00000366984	290	PF00038.20	311	Hs_ps1-2	H
ENSP00000366984	18	PF00038.20	311	Hs_ps1-2	L
ENSP00000306261	4	PF00038.20	313	Hs_ps1-2	E
ENSP00000306261	293	PF00038.20	313	Hs_ps1-2	H
ENSP00000306261	16	PF00038.20	313	Hs_ps1-2	L
ENSP00000209718	4	PF00038.20	308	Hs_ps1-2	E
ENSP00000209718	288	PF00038.20	308	Hs_ps1-2	H
ENSP00000209718	16	PF00038.20	308	Hs_ps1-2	L
ENSP00000357206	0	PF00038.20	147	Hs_ps1-2	E
ENSP00000357206	140	PF00038.20	147	Hs_ps1-2	H
ENSP00000357206	7	PF00038.20	147	Hs_ps1-2	L
ENSP00000357206	0	PF00038.20	120	Hs_ps1-2	E
ENSP00000357206	119	PF00038.20	120	Hs_ps1-2	H
ENSP00000357206	1	PF00038.20	120	Hs_ps1-2	L
ENSP00000365172	41	PF00630.18	98	Hs_ps1-2	E
ENSP00000365172	0	PF00630.18	98	Hs_ps1-2	H
ENSP00000365172	57	PF00630.18	98	Hs_ps1-2	L
ENSP00000423325	17	PF05182.12	42	Hs_ps1-2	E
ENSP00000423325	0	PF05182.12	42	Hs_ps1-2	H
ENSP00000423325	25	PF05182.12	42	Hs_ps1-2	L
ENSP00000307833	13	PF10442.8	63	Hs_ps1-2	E
ENSP00000307833	21	PF10442.8	63	Hs_ps1-2	H
ENSP00000307833	29	PF10442.8	63	Hs_ps1-2	L
ENSP00000264668	23	PF00258.24	136	Hs_ps1-2	E
ENSP00000264668	51	PF00258.24	136	Hs_ps1-2	H
ENSP00000264668	62	PF00258.24	136	Hs_ps1-2	L
ENSP00000343190	28	PF02441.18	174	Hs_ps1-2	E
ENSP00000343190	77	PF02441.18	174	Hs_ps1-2	H
ENSP00000343190	69	PF02441.18	174	Hs_ps1-2	L
ENSP00000345096	22	PF01070.17	121	Hs_ps1-2	E
ENSP00000345096	52	PF01070.17	121	Hs_ps1-2	H
ENSP00000345096	47	PF01070.17	121	Hs_ps1-2	L
ENSP00000356723	95	PF00743.18	529	Hs_ps1-2	E
ENSP00000356723	159	PF00743.18	529	Hs_ps1-2	H
ENSP00000356723	275	PF00743.18	529	Hs_ps1-2	L
ENSP00000283243	2	PF00040.18	41	Hs_ps1-2	E
ENSP00000283243	0	PF00040.18	41	Hs_ps1-2	H
ENSP00000283243	39	PF00040.18	41	Hs_ps1-2	L
ENSP00000265131	3	PF00041.20	72	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	72	Hs_ps1-2	H
ENSP00000265131	69	PF00041.20	72	Hs_ps1-2	L
ENSP00000265131	25	PF00041.20	80	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	80	Hs_ps1-2	H
ENSP00000265131	55	PF00041.20	80	Hs_ps1-2	L
ENSP00000265131	42	PF00041.20	75	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	75	Hs_ps1-2	H
ENSP00000265131	33	PF00041.20	75	Hs_ps1-2	L
ENSP00000265131	42	PF00041.20	80	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	80	Hs_ps1-2	H
ENSP00000265131	38	PF00041.20	80	Hs_ps1-2	L
ENSP00000265131	41	PF00041.20	75	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	75	Hs_ps1-2	H
ENSP00000265131	34	PF00041.20	75	Hs_ps1-2	L
ENSP00000265131	40	PF00041.20	73	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	73	Hs_ps1-2	H
ENSP00000265131	33	PF00041.20	73	Hs_ps1-2	L
ENSP00000265131	44	PF00041.20	72	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	72	Hs_ps1-2	H
ENSP00000265131	28	PF00041.20	72	Hs_ps1-2	L
ENSP00000265131	40	PF00041.20	68	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	68	Hs_ps1-2	H
ENSP00000265131	28	PF00041.20	68	Hs_ps1-2	L
ENSP00000265131	43	PF00041.20	72	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	72	Hs_ps1-2	H
ENSP00000265131	29	PF00041.20	72	Hs_ps1-2	L
ENSP00000265131	38	PF00041.20	67	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	67	Hs_ps1-2	H
ENSP00000265131	29	PF00041.20	67	Hs_ps1-2	L
ENSP00000265131	40	PF00041.20	72	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	72	Hs_ps1-2	H
ENSP00000265131	32	PF00041.20	72	Hs_ps1-2	L
ENSP00000265131	42	PF00041.20	74	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	74	Hs_ps1-2	H
ENSP00000265131	32	PF00041.20	74	Hs_ps1-2	L
ENSP00000265131	44	PF00041.20	73	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	73	Hs_ps1-2	H
ENSP00000265131	29	PF00041.20	73	Hs_ps1-2	L
ENSP00000265131	43	PF00041.20	71	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	71	Hs_ps1-2	H
ENSP00000265131	28	PF00041.20	71	Hs_ps1-2	L
ENSP00000265131	37	PF00041.20	72	Hs_ps1-2	E
ENSP00000265131	0	PF00041.20	72	Hs_ps1-2	H
ENSP00000265131	35	PF00041.20	72	Hs_ps1-2	L
ENSP00000297848	46	PF00041.20	76	Hs_ps1-2	E
ENSP00000297848	0	PF00041.20	76	Hs_ps1-2	H
ENSP00000297848	30	PF00041.20	76	Hs_ps1-2	L
ENSP00000297848	36	PF00041.20	75	Hs_ps1-2	E
ENSP00000297848	0	PF00041.20	75	Hs_ps1-2	H
ENSP00000297848	39	PF00041.20	75	Hs_ps1-2	L
ENSP00000297848	44	PF00041.20	71	Hs_ps1-2	E
ENSP00000297848	0	PF00041.20	71	Hs_ps1-2	H
ENSP00000297848	27	PF00041.20	71	Hs_ps1-2	L
ENSP00000297848	43	PF00041.20	77	Hs_ps1-2	E
ENSP00000297848	0	PF00041.20	77	Hs_ps1-2	H
ENSP00000297848	34	PF00041.20	77	Hs_ps1-2	L
ENSP00000297848	41	PF00041.20	72	Hs_ps1-2	E
ENSP00000297848	0	PF00041.20	72	Hs_ps1-2	H
ENSP00000297848	31	PF00041.20	72	Hs_ps1-2	L
ENSP00000297848	43	PF00041.20	78	Hs_ps1-2	E
ENSP00000297848	0	PF00041.20	78	Hs_ps1-2	H
ENSP00000297848	35	PF00041.20	78	Hs_ps1-2	L
ENSP00000297848	44	PF00041.20	75	Hs_ps1-2	E
ENSP00000297848	0	PF00041.20	75	Hs_ps1-2	H
ENSP00000297848	31	PF00041.20	75	Hs_ps1-2	L
ENSP00000297848	38	PF00041.20	74	Hs_ps1-2	E
ENSP00000297848	0	PF00041.20	74	Hs_ps1-2	H
ENSP00000297848	36	PF00041.20	74	Hs_ps1-2	L
ENSP00000338523	41	PF00041.20	81	Hs_ps1-2	E
ENSP00000338523	0	PF00041.20	81	Hs_ps1-2	H
ENSP00000338523	40	PF00041.20	81	Hs_ps1-2	L
ENSP00000338523	42	PF00041.20	81	Hs_ps1-2	E
ENSP00000338523	0	PF00041.20	81	Hs_ps1-2	H
ENSP00000338523	39	PF00041.20	81	Hs_ps1-2	L
ENSP00000338523	38	PF00041.20	81	Hs_ps1-2	E
ENSP00000338523	0	PF00041.20	81	Hs_ps1-2	H
ENSP00000338523	43	PF00041.20	81	Hs_ps1-2	L
ENSP00000338523	31	PF00041.20	82	Hs_ps1-2	E
ENSP00000338523	0	PF00041.20	82	Hs_ps1-2	H
ENSP00000338523	51	PF00041.20	82	Hs_ps1-2	L
ENSP00000338523	33	PF00041.20	71	Hs_ps1-2	E
ENSP00000338523	0	PF00041.20	71	Hs_ps1-2	H
ENSP00000338523	38	PF00041.20	71	Hs_ps1-2	L
ENSP00000338523	35	PF00041.20	66	Hs_ps1-2	E
ENSP00000338523	0	PF00041.20	66	Hs_ps1-2	H
ENSP00000338523	31	PF00041.20	66	Hs_ps1-2	L
ENSP00000338523	31	PF00041.20	61	Hs_ps1-2	E
ENSP00000338523	0	PF00041.20	61	Hs_ps1-2	H
ENSP00000338523	30	PF00041.20	61	Hs_ps1-2	L
ENSP00000338523	40	PF00041.20	81	Hs_ps1-2	E
ENSP00000338523	0	PF00041.20	81	Hs_ps1-2	H
ENSP00000338523	41	PF00041.20	81	Hs_ps1-2	L
ENSP00000338523	39	PF00041.20	72	Hs_ps1-2	E
ENSP00000338523	0	PF00041.20	72	Hs_ps1-2	H
ENSP00000338523	33	PF00041.20	72	Hs_ps1-2	L
ENSP00000262113	26	PF00041.20	84	Hs_ps1-2	E
ENSP00000262113	0	PF00041.20	84	Hs_ps1-2	H
ENSP00000262113	58	PF00041.20	84	Hs_ps1-2	L
ENSP00000262113	39	PF00041.20	84	Hs_ps1-2	E
ENSP00000262113	0	PF00041.20	84	Hs_ps1-2	H
ENSP00000262113	45	PF00041.20	84	Hs_ps1-2	L
ENSP00000262113	40	PF00041.20	82	Hs_ps1-2	E
ENSP00000262113	0	PF00041.20	82	Hs_ps1-2	H
ENSP00000262113	42	PF00041.20	82	Hs_ps1-2	L
ENSP00000262113	44	PF00041.20	84	Hs_ps1-2	E
ENSP00000262113	0	PF00041.20	84	Hs_ps1-2	H
ENSP00000262113	40	PF00041.20	84	Hs_ps1-2	L
ENSP00000262113	42	PF00041.20	82	Hs_ps1-2	E
ENSP00000262113	0	PF00041.20	82	Hs_ps1-2	H
ENSP00000262113	40	PF00041.20	82	Hs_ps1-2	L
ENSP00000261908	26	PF00041.20	85	Hs_ps1-2	E
ENSP00000261908	0	PF00041.20	85	Hs_ps1-2	H
ENSP00000261908	59	PF00041.20	85	Hs_ps1-2	L
ENSP00000261908	37	PF00041.20	75	Hs_ps1-2	E
ENSP00000261908	0	PF00041.20	75	Hs_ps1-2	H
ENSP00000261908	38	PF00041.20	75	Hs_ps1-2	L
ENSP00000261908	39	PF00041.20	84	Hs_ps1-2	E
ENSP00000261908	0	PF00041.20	84	Hs_ps1-2	H
ENSP00000261908	45	PF00041.20	84	Hs_ps1-2	L
ENSP00000261908	41	PF00041.20	76	Hs_ps1-2	E
ENSP00000261908	0	PF00041.20	76	Hs_ps1-2	H
ENSP00000261908	35	PF00041.20	76	Hs_ps1-2	L
ENSP00000261908	44	PF00041.20	85	Hs_ps1-2	E
ENSP00000261908	0	PF00041.20	85	Hs_ps1-2	H
ENSP00000261908	41	PF00041.20	85	Hs_ps1-2	L
ENSP00000261908	42	PF00041.20	88	Hs_ps1-2	E
ENSP00000261908	0	PF00041.20	88	Hs_ps1-2	H
ENSP00000261908	46	PF00041.20	88	Hs_ps1-2	L
ENSP00000263665	36	PF00041.20	87	Hs_ps1-2	E
ENSP00000263665	0	PF00041.20	87	Hs_ps1-2	H
ENSP00000263665	51	PF00041.20	87	Hs_ps1-2	L
ENSP00000263665	37	PF00041.20	86	Hs_ps1-2	E
ENSP00000263665	0	PF00041.20	86	Hs_ps1-2	H
ENSP00000263665	49	PF00041.20	86	Hs_ps1-2	L
ENSP00000263665	45	PF00041.20	86	Hs_ps1-2	E
ENSP00000263665	0	PF00041.20	86	Hs_ps1-2	H
ENSP00000263665	41	PF00041.20	86	Hs_ps1-2	L
ENSP00000263665	41	PF00041.20	80	Hs_ps1-2	E
ENSP00000263665	0	PF00041.20	80	Hs_ps1-2	H
ENSP00000263665	39	PF00041.20	80	Hs_ps1-2	L
ENSP00000327536	33	PF00041.20	83	Hs_ps1-2	E
ENSP00000327536	0	PF00041.20	83	Hs_ps1-2	H
ENSP00000327536	50	PF00041.20	83	Hs_ps1-2	L
ENSP00000327536	33	PF00041.20	67	Hs_ps1-2	E
ENSP00000327536	0	PF00041.20	67	Hs_ps1-2	H
ENSP00000327536	34	PF00041.20	67	Hs_ps1-2	L
ENSP00000327536	43	PF00041.20	87	Hs_ps1-2	E
ENSP00000327536	0	PF00041.20	87	Hs_ps1-2	H
ENSP00000327536	44	PF00041.20	87	Hs_ps1-2	L
ENSP00000273395	25	PF00041.20	75	Hs_ps1-2	E
ENSP00000273395	0	PF00041.20	75	Hs_ps1-2	H
ENSP00000273395	50	PF00041.20	75	Hs_ps1-2	L
ENSP00000273395	43	PF00041.20	85	Hs_ps1-2	E
ENSP00000273395	0	PF00041.20	85	Hs_ps1-2	H
ENSP00000273395	42	PF00041.20	85	Hs_ps1-2	L
ENSP00000273395	44	PF00041.20	83	Hs_ps1-2	E
ENSP00000273395	0	PF00041.20	83	Hs_ps1-2	H
ENSP00000273395	39	PF00041.20	83	Hs_ps1-2	L
ENSP00000420321	29	PF00041.20	84	Hs_ps1-2	E
ENSP00000420321	0	PF00041.20	84	Hs_ps1-2	H
ENSP00000420321	55	PF00041.20	84	Hs_ps1-2	L
ENSP00000420321	26	PF00041.20	65	Hs_ps1-2	E
ENSP00000420321	0	PF00041.20	65	Hs_ps1-2	H
ENSP00000420321	39	PF00041.20	65	Hs_ps1-2	L
ENSP00000420321	46	PF00041.20	86	Hs_ps1-2	E
ENSP00000420321	0	PF00041.20	86	Hs_ps1-2	H
ENSP00000420321	40	PF00041.20	86	Hs_ps1-2	L
ENSP00000351209	34	PF00041.20	89	Hs_ps1-2	E
ENSP00000351209	0	PF00041.20	89	Hs_ps1-2	H
ENSP00000351209	55	PF00041.20	89	Hs_ps1-2	L
ENSP00000351209	38	PF00041.20	81	Hs_ps1-2	E
ENSP00000351209	0	PF00041.20	81	Hs_ps1-2	H
ENSP00000351209	43	PF00041.20	81	Hs_ps1-2	L
ENSP00000346964	38	PF00041.20	89	Hs_ps1-2	E
ENSP00000346964	0	PF00041.20	89	Hs_ps1-2	H
ENSP00000346964	51	PF00041.20	89	Hs_ps1-2	L
ENSP00000346964	41	PF00041.20	84	Hs_ps1-2	E
ENSP00000346964	0	PF00041.20	84	Hs_ps1-2	H
ENSP00000346964	43	PF00041.20	84	Hs_ps1-2	L
ENSP00000281171	41	PF00041.20	86	Hs_ps1-2	E
ENSP00000281171	0	PF00041.20	86	Hs_ps1-2	H
ENSP00000281171	45	PF00041.20	86	Hs_ps1-2	L
ENSP00000281171	33	PF00041.20	74	Hs_ps1-2	E
ENSP00000281171	0	PF00041.20	74	Hs_ps1-2	H
ENSP00000281171	41	PF00041.20	74	Hs_ps1-2	L
ENSP00000479241	32	PF00041.20	87	Hs_ps1-2	E
ENSP00000479241	0	PF00041.20	87	Hs_ps1-2	H
ENSP00000479241	55	PF00041.20	87	Hs_ps1-2	L
ENSP00000479241	42	PF00041.20	80	Hs_ps1-2	E
ENSP00000479241	0	PF00041.20	80	Hs_ps1-2	H
ENSP00000479241	38	PF00041.20	80	Hs_ps1-2	L
ENSP00000417185	0	PF00041.20	68	Hs_ps1-2	E
ENSP00000417185	0	PF00041.20	68	Hs_ps1-2	H
ENSP00000417185	68	PF00041.20	68	Hs_ps1-2	L
ENSP00000417185	42	PF00041.20	73	Hs_ps1-2	E
ENSP00000417185	0	PF00041.20	73	Hs_ps1-2	H
ENSP00000417185	31	PF00041.20	73	Hs_ps1-2	L
ENSP00000454224	39	PF00041.20	84	Hs_ps1-2	E
ENSP00000454224	0	PF00041.20	84	Hs_ps1-2	H
ENSP00000454224	45	PF00041.20	84	Hs_ps1-2	L
ENSP00000418112	41	PF00041.20	81	Hs_ps1-2	E
ENSP00000418112	0	PF00041.20	81	Hs_ps1-2	H
ENSP00000418112	40	PF00041.20	81	Hs_ps1-2	L
ENSP00000421985	25	PF14638.5	186	Hs_ps1-2	E
ENSP00000421985	71	PF14638.5	186	Hs_ps1-2	H
ENSP00000421985	90	PF14638.5	186	Hs_ps1-2	L
ENSP00000421985	21	PF14637.5	229	Hs_ps1-2	E
ENSP00000421985	120	PF14637.5	229	Hs_ps1-2	H
ENSP00000421985	88	PF14637.5	229	Hs_ps1-2	L
ENSP00000421985	24	PF14636.5	117	Hs_ps1-2	E
ENSP00000421985	8	PF14636.5	117	Hs_ps1-2	H
ENSP00000421985	85	PF14636.5	117	Hs_ps1-2	L
ENSP00000298223	2	PF03024.13	175	Hs_ps1-2	E
ENSP00000298223	55	PF03024.13	175	Hs_ps1-2	H
ENSP00000298223	118	PF03024.13	175	Hs_ps1-2	L
ENSP00000285071	29	PF11704.7	159	Hs_ps1-2	E
ENSP00000285071	68	PF11704.7	159	Hs_ps1-2	H
ENSP00000285071	62	PF11704.7	159	Hs_ps1-2	L
ENSP00000285071	30	PF16692.4	222	Hs_ps1-2	E
ENSP00000285071	103	PF16692.4	222	Hs_ps1-2	H
ENSP00000285071	89	PF16692.4	222	Hs_ps1-2	L
ENSP00000256759	3	PF09289.9	21	Hs_ps1-2	E
ENSP00000256759	0	PF09289.9	21	Hs_ps1-2	H
ENSP00000256759	18	PF09289.9	21	Hs_ps1-2	L
ENSP00000339004	7	PF00250.17	84	Hs_ps1-2	E
ENSP00000339004	21	PF00250.17	84	Hs_ps1-2	H
ENSP00000339004	56	PF00250.17	84	Hs_ps1-2	L
ENSP00000360157	7	PF00250.17	84	Hs_ps1-2	E
ENSP00000360157	27	PF00250.17	84	Hs_ps1-2	H
ENSP00000360157	50	PF00250.17	84	Hs_ps1-2	L
ENSP00000366637	7	PF00250.17	84	Hs_ps1-2	E
ENSP00000366637	23	PF00250.17	84	Hs_ps1-2	H
ENSP00000366637	54	PF00250.17	84	Hs_ps1-2	L
ENSP00000342307	6	PF00250.17	80	Hs_ps1-2	E
ENSP00000342307	23	PF00250.17	80	Hs_ps1-2	H
ENSP00000342307	51	PF00250.17	80	Hs_ps1-2	L
ENSP00000396415	8	PF00250.17	75	Hs_ps1-2	E
ENSP00000396415	23	PF00250.17	75	Hs_ps1-2	H
ENSP00000396415	44	PF00250.17	75	Hs_ps1-2	L
ENSP00000314806	7	PF00250.17	88	Hs_ps1-2	E
ENSP00000314806	32	PF00250.17	88	Hs_ps1-2	H
ENSP00000314806	49	PF00250.17	88	Hs_ps1-2	L
ENSP00000396415	0	PF16159.4	66	Hs_ps1-2	E
ENSP00000396415	0	PF16159.4	66	Hs_ps1-2	H
ENSP00000396415	66	PF16159.4	66	Hs_ps1-2	L
ENSP00000286692	8	PF10277.8	223	Hs_ps1-2	E
ENSP00000286692	162	PF10277.8	223	Hs_ps1-2	H
ENSP00000286692	53	PF10277.8	223	Hs_ps1-2	L
ENSP00000319636	19	PF02434.15	112	Hs_ps1-2	E
ENSP00000319636	31	PF02434.15	112	Hs_ps1-2	H
ENSP00000319636	62	PF02434.15	112	Hs_ps1-2	L
ENSP00000035307	11	PF02434.15	103	Hs_ps1-2	E
ENSP00000035307	41	PF02434.15	103	Hs_ps1-2	H
ENSP00000035307	51	PF02434.15	103	Hs_ps1-2	L
