protein	number_letter	stretch_num	length	group	letter
vdp2013_S4_297	34	1	85	Hs_ps31	H
vdp2013_S4_297	36	1	85	Hs_ps31	L
ENSP00000304437	12	1	177	Hs_ps1-2	E
ENSP00000304437	73	1	177	Hs_ps1-2	H
ENSP00000304437	92	1	177	Hs_ps1-2	L
ENSP00000304437	0	2	117	Hs_ps1-2	E
ENSP00000304437	75	2	117	Hs_ps1-2	H
ENSP00000304437	42	2	117	Hs_ps1-2	L
ENSP00000304437	0	3	30	Hs_ps1-2	E
ENSP00000304437	28	3	30	Hs_ps1-2	H
ENSP00000304437	2	3	30	Hs_ps1-2	L
ENSP00000304437	0	4	217	Hs_ps1-2	E
ENSP00000304437	142	4	217	Hs_ps1-2	H
ENSP00000304437	75	4	217	Hs_ps1-2	L
None_protein204055	6	1	41	Hs_igen	E
None_protein204055	13	1	41	Hs_igen	H
None_protein204055	22	1	41	Hs_igen	L
ENSP00000328203	8	1	469	Hs_ps1-2	E
ENSP00000328203	350	1	469	Hs_ps1-2	H
ENSP00000328203	111	1	469	Hs_ps1-2	L
ENSP00000220940	27	1	105	Hs_ps20-21	E
ENSP00000220940	9	1	105	Hs_ps20-21	H
ENSP00000220940	69	1	105	Hs_ps20-21	L
ENSP00000220940	3	2	22	Hs_ps20-21	E
ENSP00000220940	16	2	22	Hs_ps20-21	H
ENSP00000220940	3	2	22	Hs_ps20-21	L
Hs_rnd_gnm10_1083424	15	1	46	Hs_rand	E
Hs_rnd_gnm10_1083424	0	1	46	Hs_rand	H
Hs_rnd_gnm10_1083424	31	1	46	Hs_rand	L
Hs_rnd_gnm10_830634	14	1	54	Hs_rand	E
Hs_rnd_gnm10_830634	8	1	54	Hs_rand	H
Hs_rnd_gnm10_830634	32	1	54	Hs_rand	L
Hs_rnd_gnm7_570494	5	1	41	Hs_rand	E
Hs_rnd_gnm7_570494	23	1	41	Hs_rand	H
Hs_rnd_gnm7_570494	13	1	41	Hs_rand	L
Hs_rnd_gnm5_1168910	6	1	29	Hs_rand	E
Hs_rnd_gnm5_1168910	0	1	29	Hs_rand	H
Hs_rnd_gnm5_1168910	23	1	29	Hs_rand	L
Hs_rnd_gnm5_1168910	9	2	40	Hs_rand	E
Hs_rnd_gnm5_1168910	18	2	40	Hs_rand	H
Hs_rnd_gnm5_1168910	13	2	40	Hs_rand	L
None_protein1034393	0	1	45	Hs_igen	E
None_protein1034393	10	1	45	Hs_igen	H
None_protein1034393	35	1	45	Hs_igen	L
Hs_rnd_gnm4_629714	11	1	49	Hs_rand	E
Hs_rnd_gnm4_629714	5	1	49	Hs_rand	H
Hs_rnd_gnm4_629714	33	1	49	Hs_rand	L
Hs_rnd_gnm7_1283560	61	1	277	Hs_rand	E
Hs_rnd_gnm7_1283560	58	1	277	Hs_rand	H
Hs_rnd_gnm7_1283560	158	1	277	Hs_rand	L
Hs_JP201901_68	21	1	92	Hs_ps13-17	E
Hs_JP201901_68	0	1	92	Hs_ps13-17	H
Hs_JP201901_68	71	1	92	Hs_ps13-17	L
ENSP00000241305	6	1	18	Hs_ps1-2	E
ENSP00000241305	0	1	18	Hs_ps1-2	H
ENSP00000241305	12	1	18	Hs_ps1-2	L
ENSP00000241305	69	2	170	Hs_ps1-2	E
ENSP00000241305	0	2	170	Hs_ps1-2	H
ENSP00000241305	101	2	170	Hs_ps1-2	L
ENSP00000241305	31	3	107	Hs_ps1-2	E
ENSP00000241305	38	3	107	Hs_ps1-2	H
ENSP00000241305	38	3	107	Hs_ps1-2	L
ENSP00000241305	81	4	261	Hs_ps1-2	E
ENSP00000241305	61	4	261	Hs_ps1-2	H
ENSP00000241305	119	4	261	Hs_ps1-2	L
ENSP00000469421	63	1	152	Hs_ps13-17	E
ENSP00000469421	12	1	152	Hs_ps13-17	H
ENSP00000469421	77	1	152	Hs_ps13-17	L
Hs_rnd_gnm5_895088	60	1	138	Hs_rand	E
Hs_rnd_gnm5_895088	14	1	138	Hs_rand	H
Hs_rnd_gnm5_895088	64	1	138	Hs_rand	L
None_protein58668	31	1	64	Hs_igen	E
None_protein58668	0	1	64	Hs_igen	H
None_protein58668	33	1	64	Hs_igen	L
None_protein273687	5	1	57	Hs_igen	E
None_protein273687	31	1	57	Hs_igen	H
None_protein273687	21	1	57	Hs_igen	L
None_protein35458	10	1	40	Hs_igen	E
None_protein35458	15	1	40	Hs_igen	H
None_protein35458	15	1	40	Hs_igen	L
ENSP00000262031	4	1	26	Hs_ps1-2	E
ENSP00000262031	10	1	26	Hs_ps1-2	H
ENSP00000262031	12	1	26	Hs_ps1-2	L
ENSP00000262031	46	2	351	Hs_ps1-2	E
ENSP00000262031	42	2	351	Hs_ps1-2	H
ENSP00000262031	263	2	351	Hs_ps1-2	L
None_protein1250757	10	1	52	Hs_igen	E
None_protein1250757	27	1	52	Hs_igen	H
None_protein1250757	15	1	52	Hs_igen	L
Hs_rnd_gnm5_913502	10	1	43	Hs_rand	E
Hs_rnd_gnm5_913502	0	1	43	Hs_rand	H
Hs_rnd_gnm5_913502	33	1	43	Hs_rand	L
None_protein56134	12	1	82	Hs_igen	E
None_protein56134	13	1	82	Hs_igen	H
None_protein56134	57	1	82	Hs_igen	L
Hs_rnd_gnm10_1230360	2	1	48	Hs_rand	E
Hs_rnd_gnm10_1230360	13	1	48	Hs_rand	H
Hs_rnd_gnm10_1230360	33	1	48	Hs_rand	L
None_protein550691	17	1	121	Hs_igen	E
None_protein550691	46	1	121	Hs_igen	H
None_protein550691	58	1	121	Hs_igen	L
ENSP00000357892	0	1	94	Hs_ps20-21	E
ENSP00000357892	36	1	94	Hs_ps20-21	H
ENSP00000357892	58	1	94	Hs_ps20-21	L
ENSP00000489739	9	1	79	Hs_ps20-21	E
ENSP00000489739	17	1	79	Hs_ps20-21	H
ENSP00000489739	53	1	79	Hs_ps20-21	L
ENSP00000342152	17	1	71	Hs_ps20-21	E
ENSP00000342152	13	1	71	Hs_ps20-21	H
ENSP00000342152	41	1	71	Hs_ps20-21	L
ENSP00000342156	76	1	201	Hs_ps13-17	E
ENSP00000342156	10	1	201	Hs_ps13-17	H
ENSP00000342156	115	1	201	Hs_ps13-17	L
ENSP00000160373	11	1	295	Hs_ps1-2	E
ENSP00000160373	199	1	295	Hs_ps1-2	H
ENSP00000160373	85	1	295	Hs_ps1-2	L
ENSP00000160373	0	2	6	Hs_ps1-2	E
ENSP00000160373	6	2	6	Hs_ps1-2	H
ENSP00000160373	0	2	6	Hs_ps1-2	L
ENSP00000160373	0	3	19	Hs_ps1-2	E
ENSP00000160373	19	3	19	Hs_ps1-2	H
ENSP00000160373	0	3	19	Hs_ps1-2	L
ENSP00000160373	30	4	895	Hs_ps1-2	E
ENSP00000160373	413	4	895	Hs_ps1-2	H
ENSP00000160373	452	4	895	Hs_ps1-2	L
ENSP00000160373	0	5	24	Hs_ps1-2	E
ENSP00000160373	17	5	24	Hs_ps1-2	H
ENSP00000160373	7	5	24	Hs_ps1-2	L
ENSP00000160373	0	6	18	Hs_ps1-2	E
ENSP00000160373	7	6	18	Hs_ps1-2	H
ENSP00000160373	11	6	18	Hs_ps1-2	L
None_protein1196759	25	1	76	Hs_igen	E
None_protein1196759	5	1	76	Hs_igen	H
None_protein1196759	46	1	76	Hs_igen	L
Hs_JP201901_99	13	1	60	Hs_ps31	E
Hs_JP201901_99	5	1	60	Hs_ps31	H
Hs_JP201901_99	42	1	60	Hs_ps31	L
None_protein1179284	11	1	47	Hs_igen	E
None_protein1179284	6	1	47	Hs_igen	H
None_protein1179284	30	1	47	Hs_igen	L
ENSP00000324769	50	1	309	Hs_ps1-2	E
ENSP00000324769	174	1	309	Hs_ps1-2	H
ENSP00000324769	85	1	309	Hs_ps1-2	L
Hs_rnd_gnm8_759329	40	1	67	Hs_rand	E
Hs_rnd_gnm8_759329	6	1	67	Hs_rand	H
Hs_rnd_gnm8_759329	21	1	67	Hs_rand	L
ENSP00000335255	50	1	277	Hs_ps1-2	E
ENSP00000335255	146	1	277	Hs_ps1-2	H
ENSP00000335255	81	1	277	Hs_ps1-2	L
ENSP00000335255	24	2	56	Hs_ps1-2	E
ENSP00000335255	0	2	56	Hs_ps1-2	H
ENSP00000335255	32	2	56	Hs_ps1-2	L
Hs_JP201901_96	18	1	71	Hs_ps20-21	E
Hs_JP201901_96	0	1	71	Hs_ps20-21	H
Hs_JP201901_96	53	1	71	Hs_ps20-21	L
Hs_rnd_gnm6_82783	0	1	53	Hs_rand	E
Hs_rnd_gnm6_82783	38	1	53	Hs_rand	H
Hs_rnd_gnm6_82783	15	1	53	Hs_rand	L
ENSP00000424791	9	1	438	Hs_ps1-2	E
ENSP00000424791	362	1	438	Hs_ps1-2	H
ENSP00000424791	67	1	438	Hs_ps1-2	L
None_protein1016518	37	1	101	Hs_igen	E
None_protein1016518	20	1	101	Hs_igen	H
None_protein1016518	44	1	101	Hs_igen	L
Hs_rnd_gnm10_485316	27	1	92	Hs_rand	E
Hs_rnd_gnm10_485316	16	1	92	Hs_rand	H
Hs_rnd_gnm10_485316	49	1	92	Hs_rand	L
ENSP00000378350	0	1	597	Hs_ps1-2	E
ENSP00000378350	464	1	597	Hs_ps1-2	H
ENSP00000378350	133	1	597	Hs_ps1-2	L
None_protein1115623	2	1	19	Hs_igen	E
None_protein1115623	10	1	19	Hs_igen	H
None_protein1115623	7	1	19	Hs_igen	L
None_protein1115623	6	2	14	Hs_igen	E
None_protein1115623	0	2	14	Hs_igen	H
None_protein1115623	8	2	14	Hs_igen	L
None_protein593506	14	1	76	Hs_igen	E
None_protein593506	36	1	76	Hs_igen	H
None_protein593506	26	1	76	Hs_igen	L
ENSP00000378359	40	1	114	Hs_ps1-2	E
ENSP00000378359	12	1	114	Hs_ps1-2	H
ENSP00000378359	62	1	114	Hs_ps1-2	L
ENSP00000378359	55	2	229	Hs_ps1-2	E
ENSP00000378359	83	2	229	Hs_ps1-2	H
ENSP00000378359	91	2	229	Hs_ps1-2	L
ENSP00000339577	20	1	493	Hs_ps1-2	E
ENSP00000339577	323	1	493	Hs_ps1-2	H
ENSP00000339577	150	1	493	Hs_ps1-2	L
None_protein516572	3	1	100	Hs_igen	E
None_protein516572	26	1	100	Hs_igen	H
None_protein516572	71	1	100	Hs_igen	L
ENSP00000476176	4	1	451	Hs_ps1-2	E
ENSP00000476176	367	1	451	Hs_ps1-2	H
ENSP00000476176	80	1	451	Hs_ps1-2	L
None_protein349652	10	1	46	Hs_igen	E
None_protein349652	14	1	46	Hs_igen	H
None_protein349652	22	1	46	Hs_igen	L
ENSP00000273395	208	1	424	Hs_ps1-2	E
ENSP00000273395	0	1	424	Hs_ps1-2	H
ENSP00000273395	216	1	424	Hs_ps1-2	L
ENSP00000273395	179	2	429	Hs_ps1-2	E
ENSP00000273395	0	2	429	Hs_ps1-2	H
ENSP00000273395	250	2	429	Hs_ps1-2	L
ENSP00000273395	6	3	130	Hs_ps1-2	E
ENSP00000273395	0	3	130	Hs_ps1-2	H
ENSP00000273395	124	3	130	Hs_ps1-2	L
ENSP00000252453	0	1	198	Hs_ps13-17	E
ENSP00000252453	179	1	198	Hs_ps13-17	H
ENSP00000252453	19	1	198	Hs_ps13-17	L
ENSP00000375660	6	1	509	Hs_ps1-2	E
ENSP00000375660	157	1	509	Hs_ps1-2	H
ENSP00000375660	346	1	509	Hs_ps1-2	L
Hs_rnd_gnm9_895268	43	1	76	Hs_rand	E
Hs_rnd_gnm9_895268	4	1	76	Hs_rand	H
Hs_rnd_gnm9_895268	29	1	76	Hs_rand	L
None_protein972353	22	1	42	Hs_igen	E
None_protein972353	0	1	42	Hs_igen	H
None_protein972353	20	1	42	Hs_igen	L
Raj_Hs_2526	14	1	84	Hs_ps31	E
Raj_Hs_2526	9	1	84	Hs_ps31	H
Raj_Hs_2526	61	1	84	Hs_ps31	L
Raj_Hs_2525	20	1	69	Hs_ps13-17	E
Raj_Hs_2525	11	1	69	Hs_ps13-17	H
Raj_Hs_2525	38	1	69	Hs_ps13-17	L
ENSP00000352447	0	1	15	Hs_ps13-17	E
ENSP00000352447	9	1	15	Hs_ps13-17	H
ENSP00000352447	6	1	15	Hs_ps13-17	L
ENSP00000325414	5	1	70	Hs_ps20-21	E
ENSP00000325414	30	1	70	Hs_ps20-21	H
ENSP00000325414	35	1	70	Hs_ps20-21	L
ENSP00000325414	0	2	4	Hs_ps20-21	E
ENSP00000325414	4	2	4	Hs_ps20-21	H
ENSP00000325414	0	2	4	Hs_ps20-21	L
ENSP00000325414	3	3	14	Hs_ps20-21	E
ENSP00000325414	9	3	14	Hs_ps20-21	H
ENSP00000325414	2	3	14	Hs_ps20-21	L
ENSP00000325144	37	1	179	Hs_ps20-21	E
ENSP00000325144	33	1	179	Hs_ps20-21	H
ENSP00000325144	109	1	179	Hs_ps20-21	L
Hs_rnd_gnm7_450542	0	1	0	Hs_rand	E
Hs_rnd_gnm7_450542	0	1	0	Hs_rand	H
Hs_rnd_gnm7_450542	0	1	0	Hs_rand	L
ENSP00000438832	6	1	438	Hs_ps1-2	E
ENSP00000438832	22	1	438	Hs_ps1-2	H
ENSP00000438832	410	1	438	Hs_ps1-2	L
None_protein177608	16	1	97	Hs_igen	E
None_protein177608	0	1	97	Hs_igen	H
None_protein177608	81	1	97	Hs_igen	L
Hs_rnd_gnm10_1205760	0	1	46	Hs_rand	E
Hs_rnd_gnm10_1205760	39	1	46	Hs_rand	H
Hs_rnd_gnm10_1205760	7	1	46	Hs_rand	L
Hs_rnd_gnm1_232727	35	1	51	Hs_rand	E
Hs_rnd_gnm1_232727	0	1	51	Hs_rand	H
Hs_rnd_gnm1_232727	16	1	51	Hs_rand	L
None_protein612426	7	1	62	Hs_igen	E
None_protein612426	0	1	62	Hs_igen	H
None_protein612426	55	1	62	Hs_igen	L
vdp2013_S4_157	29	1	68	Hs_ps31	E
vdp2013_S4_157	6	1	68	Hs_ps31	H
vdp2013_S4_157	33	1	68	Hs_ps31	L
None_protein242252	0	1	55	Hs_igen	E
None_protein242252	30	1	55	Hs_igen	H
None_protein242252	25	1	55	Hs_igen	L
ENSP00000318753	9	1	87	Hs_ps20-21	E
ENSP00000318753	32	1	87	Hs_ps20-21	H
ENSP00000318753	46	1	87	Hs_ps20-21	L
ENSP00000265351	3	1	977	Hs_ps1-2	E
ENSP00000265351	747	1	977	Hs_ps1-2	H
ENSP00000265351	227	1	977	Hs_ps1-2	L
ENSP00000265351	0	2	194	Hs_ps1-2	E
ENSP00000265351	118	2	194	Hs_ps1-2	H
ENSP00000265351	76	2	194	Hs_ps1-2	L
None_protein297800	6	1	51	Hs_igen	E
None_protein297800	26	1	51	Hs_igen	H
None_protein297800	19	1	51	Hs_igen	L
ENSP00000427130	45	1	302	Hs_ps1-2	E
ENSP00000427130	95	1	302	Hs_ps1-2	H
ENSP00000427130	162	1	302	Hs_ps1-2	L
ENSP00000427130	24	2	68	Hs_ps1-2	E
ENSP00000427130	26	2	68	Hs_ps1-2	H
ENSP00000427130	18	2	68	Hs_ps1-2	L
ENSP00000427130	2	3	137	Hs_ps1-2	E
ENSP00000427130	73	3	137	Hs_ps1-2	H
ENSP00000427130	62	3	137	Hs_ps1-2	L
ENSP00000490566	0	1	79	Hs_ps20-21	E
ENSP00000490566	56	1	79	Hs_ps20-21	H
ENSP00000490566	23	1	79	Hs_ps20-21	L
Hs_rnd_gnm8_1228417	12	1	67	Hs_rand	E
Hs_rnd_gnm8_1228417	13	1	67	Hs_rand	H
Hs_rnd_gnm8_1228417	42	1	67	Hs_rand	L
ENSP00000216484	70	1	495	Hs_ps1-2	E
ENSP00000216484	204	1	495	Hs_ps1-2	H
ENSP00000216484	221	1	495	Hs_ps1-2	L
Hs_rnd_gnm3_1272036	10	1	61	Hs_rand	E
Hs_rnd_gnm3_1272036	0	1	61	Hs_rand	H
Hs_rnd_gnm3_1272036	51	1	61	Hs_rand	L
vdp2013_S4_153	2	1	50	Hs_ps31	E
vdp2013_S4_153	32	1	50	Hs_ps31	H
vdp2013_S4_153	16	1	50	Hs_ps31	L
None_protein361868	0	1	67	Hs_igen	E
None_protein361868	47	1	67	Hs_igen	H
None_protein361868	20	1	67	Hs_igen	L
None_protein943693	12	1	58	Hs_igen	E
None_protein943693	24	1	58	Hs_igen	H
None_protein943693	22	1	58	Hs_igen	L
Hs_rnd_gnm8_1024561	19	1	98	Hs_rand	E
Hs_rnd_gnm8_1024561	29	1	98	Hs_rand	H
Hs_rnd_gnm8_1024561	50	1	98	Hs_rand	L
ENSP00000306124	76	1	216	Hs_ps1-2	E
ENSP00000306124	27	1	216	Hs_ps1-2	H
ENSP00000306124	113	1	216	Hs_ps1-2	L
ENSP00000306124	57	2	330	Hs_ps1-2	E
ENSP00000306124	98	2	330	Hs_ps1-2	H
ENSP00000306124	175	2	330	Hs_ps1-2	L
None_protein492753	45	1	72	Hs_igen	E
None_protein492753	0	1	72	Hs_igen	H
None_protein492753	27	1	72	Hs_igen	L
ENSP00000415178	10	1	65	Hs_ps1-2	E
ENSP00000415178	39	1	65	Hs_ps1-2	H
ENSP00000415178	16	1	65	Hs_ps1-2	L
ENSP00000415178	64	2	223	Hs_ps1-2	E
ENSP00000415178	54	2	223	Hs_ps1-2	H
ENSP00000415178	105	2	223	Hs_ps1-2	L
None_protein807932	31	1	61	Hs_igen	E
None_protein807932	0	1	61	Hs_igen	H
None_protein807932	30	1	61	Hs_igen	L
ENSP00000454468	89	1	235	Hs_ps1-2	E
ENSP00000454468	38	1	235	Hs_ps1-2	H
ENSP00000454468	108	1	235	Hs_ps1-2	L
Raj_Hs_2387	18	1	59	Hs_ps31	E
Raj_Hs_2387	3	1	59	Hs_ps31	H
Raj_Hs_2387	38	1	59	Hs_ps31	L
Raj_Hs_2385	0	1	45	Hs_ps31	E
Raj_Hs_2385	10	1	45	Hs_ps31	H
Raj_Hs_2385	35	1	45	Hs_ps31	L
ENSP00000365172	50	1	116	Hs_ps1-2	E
ENSP00000365172	3	1	116	Hs_ps1-2	H
ENSP00000365172	63	1	116	Hs_ps1-2	L
ENSP00000365172	28	2	169	Hs_ps1-2	E
ENSP00000365172	53	2	169	Hs_ps1-2	H
ENSP00000365172	88	2	169	Hs_ps1-2	L
ENSP00000365172	14	3	147	Hs_ps1-2	E
ENSP00000365172	72	3	147	Hs_ps1-2	H
ENSP00000365172	61	3	147	Hs_ps1-2	L
Hs_rnd_gnm5_459838	14	1	55	Hs_rand	E
Hs_rnd_gnm5_459838	8	1	55	Hs_rand	H
Hs_rnd_gnm5_459838	33	1	55	Hs_rand	L
ENSP00000355231	45	1	450	Hs_ps1-2	E
ENSP00000355231	306	1	450	Hs_ps1-2	H
ENSP00000355231	99	1	450	Hs_ps1-2	L
ENSP00000290155	11	1	73	Hs_ps1-2	E
ENSP00000290155	35	1	73	Hs_ps1-2	H
ENSP00000290155	27	1	73	Hs_ps1-2	L
ENSP00000290155	16	2	186	Hs_ps1-2	E
ENSP00000290155	92	2	186	Hs_ps1-2	H
ENSP00000290155	78	2	186	Hs_ps1-2	L
vdp2013_S4_915	12	1	42	Hs_ps31	E
vdp2013_S4_915	9	1	42	Hs_ps31	H
vdp2013_S4_915	21	1	42	Hs_ps31	L
Hs_rnd_gnm7_1156656	15	1	49	Hs_rand	E
Hs_rnd_gnm7_1156656	0	1	49	Hs_rand	H
Hs_rnd_gnm7_1156656	34	1	49	Hs_rand	L
ENSP00000311492	6	1	155	Hs_ps1-2	E
ENSP00000311492	31	1	155	Hs_ps1-2	H
ENSP00000311492	118	1	155	Hs_ps1-2	L
ENSP00000286621	68	1	362	Hs_ps1-2	E
ENSP00000286621	133	1	362	Hs_ps1-2	H
ENSP00000286621	161	1	362	Hs_ps1-2	L
None_protein1122255	16	1	44	Hs_igen	E
None_protein1122255	9	1	44	Hs_igen	H
None_protein1122255	19	1	44	Hs_igen	L
Raj_Hs_1871	0	1	45	Hs_ps31	E
Raj_Hs_1871	32	1	45	Hs_ps31	H
Raj_Hs_1871	13	1	45	Hs_ps31	L
Raj_Hs_1870	26	1	78	Hs_ps31	E
Raj_Hs_1870	15	1	78	Hs_ps31	H
Raj_Hs_1870	37	1	78	Hs_ps31	L
None_protein371168	25	1	40	Hs_igen	E
None_protein371168	4	1	40	Hs_igen	H
None_protein371168	11	1	40	Hs_igen	L
Hs_rnd_gnm10_208968	6	1	60	Hs_rand	E
Hs_rnd_gnm10_208968	41	1	60	Hs_rand	H
Hs_rnd_gnm10_208968	13	1	60	Hs_rand	L
None_protein1056485	15	1	61	Hs_igen	E
None_protein1056485	0	1	61	Hs_igen	H
None_protein1056485	46	1	61	Hs_igen	L
Raj_Hs_2730	14	1	42	Hs_ps31	E
Raj_Hs_2730	0	1	42	Hs_ps31	H
Raj_Hs_2730	28	1	42	Hs_ps31	L
ENSP00000258499	19	1	64	Hs_ps1-2	E
ENSP00000258499	15	1	64	Hs_ps1-2	H
ENSP00000258499	30	1	64	Hs_ps1-2	L
ENSP00000258499	0	2	42	Hs_ps1-2	E
ENSP00000258499	15	2	42	Hs_ps1-2	H
ENSP00000258499	27	2	42	Hs_ps1-2	L
ENSP00000258499	0	3	13	Hs_ps1-2	E
ENSP00000258499	13	3	13	Hs_ps1-2	H
ENSP00000258499	0	3	13	Hs_ps1-2	L
ENSP00000258499	16	4	175	Hs_ps1-2	E
ENSP00000258499	71	4	175	Hs_ps1-2	H
ENSP00000258499	88	4	175	Hs_ps1-2	L
ENSP00000258499	14	5	24	Hs_ps1-2	E
ENSP00000258499	3	5	24	Hs_ps1-2	H
ENSP00000258499	7	5	24	Hs_ps1-2	L
ENSP00000258499	33	6	95	Hs_ps1-2	E
ENSP00000258499	0	6	95	Hs_ps1-2	H
ENSP00000258499	62	6	95	Hs_ps1-2	L
ENSP00000284245	16	1	76	Hs_ps13-17	E
ENSP00000284245	0	1	76	Hs_ps13-17	H
ENSP00000284245	60	1	76	Hs_ps13-17	L
ENSP00000389913	0	1	169	Hs_ps1-2	E
ENSP00000389913	111	1	169	Hs_ps1-2	H
ENSP00000389913	58	1	169	Hs_ps1-2	L
ENSP00000389913	28	2	74	Hs_ps1-2	E
ENSP00000389913	17	2	74	Hs_ps1-2	H
ENSP00000389913	29	2	74	Hs_ps1-2	L
ENSP00000389913	24	3	96	Hs_ps1-2	E
ENSP00000389913	34	3	96	Hs_ps1-2	H
ENSP00000389913	38	3	96	Hs_ps1-2	L
ENSP00000389913	6	4	6	Hs_ps1-2	E
ENSP00000389913	0	4	6	Hs_ps1-2	H
ENSP00000389913	0	4	6	Hs_ps1-2	L
ENSP00000389913	14	5	210	Hs_ps1-2	E
ENSP00000389913	115	5	210	Hs_ps1-2	H
ENSP00000389913	81	5	210	Hs_ps1-2	L
ENSP00000386230	9	1	129	Hs_ps20-21	E
ENSP00000386230	0	1	129	Hs_ps20-21	H
ENSP00000386230	120	1	129	Hs_ps20-21	L
ENSP00000406933	0	1	15	Hs_ps1-2	E
ENSP00000406933	6	1	15	Hs_ps1-2	H
ENSP00000406933	9	1	15	Hs_ps1-2	L
ENSP00000406933	55	2	495	Hs_ps1-2	E
ENSP00000406933	234	2	495	Hs_ps1-2	H
ENSP00000406933	206	2	495	Hs_ps1-2	L
ENSP00000289957	137	1	349	Hs_ps1-2	E
ENSP00000289957	85	1	349	Hs_ps1-2	H
ENSP00000289957	127	1	349	Hs_ps1-2	L
ENSP00000289957	7	2	66	Hs_ps1-2	E
ENSP00000289957	44	2	66	Hs_ps1-2	H
ENSP00000289957	15	2	66	Hs_ps1-2	L
Hs_rnd_gnm1_709103	9	1	49	Hs_rand	E
Hs_rnd_gnm1_709103	14	1	49	Hs_rand	H
Hs_rnd_gnm1_709103	26	1	49	Hs_rand	L
None_protein1238283	29	1	66	Hs_igen	E
None_protein1238283	13	1	66	Hs_igen	H
None_protein1238283	24	1	66	Hs_igen	L
Hs_rnd_gnm7_216899	16	1	75	Hs_rand	E
Hs_rnd_gnm7_216899	40	1	75	Hs_rand	H
Hs_rnd_gnm7_216899	19	1	75	Hs_rand	L
ENSP00000344260	3	1	34	Hs_ps1-2	E
ENSP00000344260	22	1	34	Hs_ps1-2	H
ENSP00000344260	9	1	34	Hs_ps1-2	L
ENSP00000344260	0	2	12	Hs_ps1-2	E
ENSP00000344260	12	2	12	Hs_ps1-2	H
ENSP00000344260	0	2	12	Hs_ps1-2	L
ENSP00000344260	34	3	123	Hs_ps1-2	E
ENSP00000344260	48	3	123	Hs_ps1-2	H
ENSP00000344260	41	3	123	Hs_ps1-2	L
ENSP00000344260	61	4	276	Hs_ps1-2	E
ENSP00000344260	69	4	276	Hs_ps1-2	H
ENSP00000344260	146	4	276	Hs_ps1-2	L
Hs_rnd_gnm1_958157	13	1	64	Hs_rand	E
Hs_rnd_gnm1_958157	0	1	64	Hs_rand	H
Hs_rnd_gnm1_958157	51	1	64	Hs_rand	L
Hs_rnd_gnm3_927743	21	1	63	Hs_rand	E
Hs_rnd_gnm3_927743	4	1	63	Hs_rand	H
Hs_rnd_gnm3_927743	38	1	63	Hs_rand	L
None_protein757381	0	1	50	Hs_igen	E
None_protein757381	36	1	50	Hs_igen	H
None_protein757381	14	1	50	Hs_igen	L
ENSP00000491740	7	1	198	Hs_ps20-21	E
ENSP00000491740	31	1	198	Hs_ps20-21	H
ENSP00000491740	160	1	198	Hs_ps20-21	L
Hs_rnd_gnm10_757436	9	1	70	Hs_rand	E
Hs_rnd_gnm10_757436	33	1	70	Hs_rand	H
Hs_rnd_gnm10_757436	28	1	70	Hs_rand	L
Hs_rnd_gnm4_306686	4	1	42	Hs_rand	E
Hs_rnd_gnm4_306686	18	1	42	Hs_rand	H
Hs_rnd_gnm4_306686	20	1	42	Hs_rand	L
Hs_rnd_gnm5_323210	0	1	56	Hs_rand	E
Hs_rnd_gnm5_323210	33	1	56	Hs_rand	H
Hs_rnd_gnm5_323210	23	1	56	Hs_rand	L
Hs_rnd_gnm8_31075	23	1	51	Hs_rand	E
Hs_rnd_gnm8_31075	13	1	51	Hs_rand	H
Hs_rnd_gnm8_31075	15	1	51	Hs_rand	L
None_protein160369	0	1	47	Hs_igen	E
None_protein160369	33	1	47	Hs_igen	H
None_protein160369	14	1	47	Hs_igen	L
Hs_rnd_gnm3_1181429	17	1	48	Hs_rand	E
Hs_rnd_gnm3_1181429	0	1	48	Hs_rand	H
Hs_rnd_gnm3_1181429	31	1	48	Hs_rand	L
Hs_rnd_gnm2_586159	5	1	58	Hs_rand	E
Hs_rnd_gnm2_586159	22	1	58	Hs_rand	H
Hs_rnd_gnm2_586159	31	1	58	Hs_rand	L
Raj_Hs_1387	20	1	84	Hs_ps31	E
Raj_Hs_1387	4	1	84	Hs_ps31	H
Raj_Hs_1387	60	1	84	Hs_ps31	L
None_protein926830	26	1	40	Hs_igen	E
None_protein926830	0	1	40	Hs_igen	H
None_protein926830	14	1	40	Hs_igen	L
Hs_rnd_gnm9_384739	18	1	44	Hs_rand	E
Hs_rnd_gnm9_384739	4	1	44	Hs_rand	H
Hs_rnd_gnm9_384739	22	1	44	Hs_rand	L
ENSP00000334854	110	1	412	Hs_ps13-17	E
ENSP00000334854	133	1	412	Hs_ps13-17	H
ENSP00000334854	169	1	412	Hs_ps13-17	L
None_protein534574	20	1	93	Hs_igen	E
None_protein534574	0	1	93	Hs_igen	H
None_protein534574	73	1	93	Hs_igen	L
None_protein1050424	4	1	44	Hs_igen	E
None_protein1050424	14	1	44	Hs_igen	H
None_protein1050424	26	1	44	Hs_igen	L
ENSP00000363349	21	1	114	Hs_ps1-2	E
ENSP00000363349	40	1	114	Hs_ps1-2	H
ENSP00000363349	53	1	114	Hs_ps1-2	L
ENSP00000363349	0	2	197	Hs_ps1-2	E
ENSP00000363349	186	2	197	Hs_ps1-2	H
ENSP00000363349	11	2	197	Hs_ps1-2	L
