protein	group	loop_length
ENSP00000472530	pfam	5
ENSP00000472530	pfam_whole	27
ENSP00000361180	pfam	32
ENSP00000361180	pfam_whole	74
ENSP00000335261	pfam	30
ENSP00000335261	pfam_whole	39
ENSP00000351206	pfam	0
ENSP00000351206	pfam_whole	10
ENSP00000318585	pfam	32
ENSP00000318585	pfam_whole	39
ENSP00000489910	pfam	25
ENSP00000489910	pfam_whole	67
ENSP00000301873	pfam	0
ENSP00000301873	pfam_whole	678
ENSP00000301873	pfam	0
ENSP00000301873	pfam_whole	678
ENSP00000301873	pfam	0
ENSP00000301873	pfam_whole	678
ENSP00000301873	pfam	0
ENSP00000301873	pfam_whole	678
ENSP00000233596	pfam	7
ENSP00000233596	pfam_whole	7
ENSP00000341652	pfam	8
ENSP00000341652	pfam_whole	45
ENSP00000406549	pfam	14
ENSP00000406549	pfam_whole	175
ENSP00000309572	pfam	14
ENSP00000309572	pfam_whole	154
ENSP00000262319	pfam	7
ENSP00000262319	pfam_whole	73
ENSP00000380762	pfam	9
ENSP00000380762	pfam_whole	9
ENSP00000307701	pfam	67
ENSP00000307701	pfam_whole	67
ENSP00000362387	pfam	64
ENSP00000362387	pfam_whole	64
ENSP00000488022	pfam	6
ENSP00000488022	pfam_whole	836
ENSP00000445162	pfam	29
ENSP00000445162	pfam_whole	29
ENSP00000440671	pfam	12
ENSP00000440671	pfam_whole	14
ENSP00000348168	pfam	9
ENSP00000348168	pfam_whole	56
ENSP00000340823	pfam	22
ENSP00000340823	pfam_whole	23
ENSP00000340823	pfam	23
ENSP00000340823	pfam_whole	23
ENSP00000256999	pfam	13
ENSP00000256999	pfam_whole	38
ENSP00000343819	pfam	0
ENSP00000343819	pfam_whole	185
ENSP00000263640	pfam	0
ENSP00000263640	pfam_whole	43
ENSP00000442656	pfam	0
ENSP00000442656	pfam_whole	67
ENSP00000338093	pfam	11
ENSP00000338093	pfam_whole	48
ENSP00000438588	pfam	9
ENSP00000438588	pfam_whole	22
ENSP00000438588	pfam	13
ENSP00000438588	pfam_whole	22
ENSP00000323929	pfam	8
ENSP00000323929	pfam_whole	59
ENSP00000402505	pfam	0
ENSP00000402505	pfam_whole	87
ENSP00000285093	pfam	13
ENSP00000285093	pfam_whole	16
ENSP00000265838	pfam	14
ENSP00000265838	pfam_whole	14
ENSP00000285093	pfam	16
ENSP00000285093	pfam_whole	16
ENSP00000265838	pfam	14
ENSP00000265838	pfam_whole	14
ENSP00000300289	pfam	13
ENSP00000300289	pfam_whole	21
ENSP00000300289	pfam	17
ENSP00000300289	pfam_whole	21
ENSP00000299608	pfam	9
ENSP00000299608	pfam_whole	21
ENSP00000246024	pfam	11
ENSP00000246024	pfam_whole	72
ENSP00000281741	pfam	9
ENSP00000281741	pfam_whole	28
ENSP00000365007	pfam	30
ENSP00000365007	pfam_whole	55
ENSP00000354649	pfam	14
ENSP00000354649	pfam_whole	20
ENSP00000281741	pfam	16
ENSP00000281741	pfam_whole	28
ENSP00000300289	pfam	21
ENSP00000300289	pfam_whole	21
ENSP00000299608	pfam	12
ENSP00000299608	pfam_whole	21
ENSP00000308606	pfam	6
ENSP00000308606	pfam_whole	15
ENSP00000006658	pfam	7
ENSP00000006658	pfam_whole	34
ENSP00000365014	pfam	7
ENSP00000365014	pfam_whole	7
ENSP00000305631	pfam	10
ENSP00000305631	pfam_whole	14
ENSP00000006658	pfam	13
ENSP00000006658	pfam_whole	34
ENSP00000256722	pfam	10
ENSP00000256722	pfam_whole	20
ENSP00000315644	pfam	18
ENSP00000315644	pfam_whole	18
ENSP00000284856	pfam	13
ENSP00000284856	pfam_whole	13
ENSP00000346537	pfam	0
ENSP00000346537	pfam_whole	57
ENSP00000346537	pfam	0
ENSP00000346537	pfam_whole	57
ENSP00000346537	pfam	0
ENSP00000346537	pfam_whole	57
ENSP00000323194	pfam	17
ENSP00000323194	pfam_whole	141
ENSP00000323194	pfam	9
ENSP00000323194	pfam_whole	141
ENSP00000323194	pfam	11
ENSP00000323194	pfam_whole	141
ENSP00000323194	pfam	16
ENSP00000323194	pfam_whole	141
ENSP00000317128	pfam	17
ENSP00000317128	pfam_whole	267
ENSP00000317128	pfam	10
ENSP00000317128	pfam_whole	267
ENSP00000317128	pfam	11
ENSP00000317128	pfam_whole	267
ENSP00000296474	pfam	17
ENSP00000296474	pfam_whole	89
ENSP00000296474	pfam	13
ENSP00000296474	pfam_whole	89
ENSP00000296474	pfam	16
ENSP00000296474	pfam_whole	89
ENSP00000345030	pfam	9
ENSP00000345030	pfam_whole	44
ENSP00000382323	pfam	0
ENSP00000382323	pfam_whole	771
ENSP00000298925	pfam	0
ENSP00000298925	pfam_whole	250
ENSP00000450607	pfam	19
ENSP00000450607	pfam_whole	30
ENSP00000450607	pfam	27
ENSP00000450607	pfam_whole	30
ENSP00000387641	pfam	11
ENSP00000387641	pfam_whole	24
ENSP00000363089	pfam	8
ENSP00000363089	pfam_whole	22
ENSP00000379625	pfam	8
ENSP00000379625	pfam_whole	41
ENSP00000379625	pfam	8
ENSP00000379625	pfam_whole	41
ENSP00000363089	pfam	8
ENSP00000363089	pfam_whole	22
ENSP00000282388	pfam	1
ENSP00000282388	pfam_whole	179
ENSP00000217320	pfam	24
ENSP00000217320	pfam_whole	47
ENSP00000419945	pfam	61
ENSP00000419945	pfam_whole	64
ENSP00000360222	pfam	4
ENSP00000360222	pfam_whole	33
ENSP00000330433	pfam	3
ENSP00000330433	pfam_whole	67
ENSP00000378508	pfam	3
ENSP00000378508	pfam_whole	8
ENSP00000476267	pfam	15
ENSP00000476267	pfam_whole	15
ENSP00000386787	pfam	16
ENSP00000386787	pfam_whole	58
ENSP00000360715	pfam	10
ENSP00000360715	pfam_whole	10
ENSP00000238788	pfam	40
ENSP00000238788	pfam_whole	40
ENSP00000303992	pfam	25
ENSP00000303992	pfam_whole	25
ENSP00000297632	pfam	8
ENSP00000297632	pfam_whole	54
ENSP00000420658	pfam	9
ENSP00000420658	pfam_whole	19
ENSP00000257663	pfam	9
ENSP00000257663	pfam_whole	9
ENSP00000404991	pfam	7
ENSP00000404991	pfam_whole	7
ENSP00000361359	pfam	0
ENSP00000361359	pfam_whole	185
ENSP00000356599	pfam	14
ENSP00000356599	pfam_whole	14
ENSP00000353165	pfam	8
ENSP00000353165	pfam_whole	9
ENSP00000353165	pfam	9
ENSP00000353165	pfam_whole	9
ENSP00000312304	pfam	15
ENSP00000312304	pfam_whole	15
ENSP00000005386	pfam	3
ENSP00000005386	pfam_whole	8
ENSP00000005386	pfam	2
ENSP00000005386	pfam_whole	8
ENSP00000333018	pfam	0
ENSP00000333018	pfam_whole	5
ENSP00000012443	pfam	3
ENSP00000012443	pfam_whole	34
ENSP00000448112	pfam	2
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	3
ENSP00000448112	pfam_whole	19
ENSP00000357219	pfam	3
ENSP00000357219	pfam_whole	8
ENSP00000343871	pfam	2
ENSP00000343871	pfam_whole	19
ENSP00000005386	pfam	5
ENSP00000005386	pfam_whole	8
ENSP00000012443	pfam	6
ENSP00000012443	pfam_whole	34
ENSP00000378350	pfam	5
ENSP00000378350	pfam_whole	10
ENSP00000448112	pfam	5
ENSP00000448112	pfam_whole	19
ENSP00000357219	pfam	5
ENSP00000357219	pfam_whole	8
ENSP00000360874	pfam	8
ENSP00000360874	pfam_whole	10
ENSP00000360876	pfam	10
ENSP00000360876	pfam_whole	11
ENSP00000448112	pfam	5
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	5
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	5
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	5
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	5
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	5
ENSP00000448112	pfam_whole	19
ENSP00000351596	pfam	5
ENSP00000351596	pfam_whole	8
ENSP00000351596	pfam	4
ENSP00000351596	pfam_whole	8
ENSP00000351596	pfam	5
ENSP00000351596	pfam_whole	8
ENSP00000343871	pfam	5
ENSP00000343871	pfam_whole	19
ENSP00000343871	pfam	3
ENSP00000343871	pfam_whole	19
ENSP00000343871	pfam	5
ENSP00000343871	pfam_whole	19
ENSP00000343871	pfam	5
ENSP00000343871	pfam_whole	19
ENSP00000398211	pfam	5
ENSP00000398211	pfam_whole	8
ENSP00000012443	pfam	6
ENSP00000012443	pfam_whole	34
ENSP00000333018	pfam	2
ENSP00000333018	pfam_whole	5
ENSP00000368767	pfam	4
ENSP00000368767	pfam_whole	19
ENSP00000357219	pfam	7
ENSP00000357219	pfam_whole	8
ENSP00000343871	pfam	5
ENSP00000343871	pfam_whole	19
ENSP00000398211	pfam	5
ENSP00000398211	pfam_whole	8
ENSP00000448112	pfam	5
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	5
ENSP00000448112	pfam_whole	19
ENSP00000343871	pfam	5
ENSP00000343871	pfam_whole	19
ENSP00000448112	pfam	3
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	3
ENSP00000448112	pfam_whole	19
ENSP00000343871	pfam	3
ENSP00000343871	pfam_whole	19
ENSP00000005386	pfam	3
ENSP00000005386	pfam_whole	8
ENSP00000005386	pfam	2
ENSP00000005386	pfam_whole	8
ENSP00000333018	pfam	0
ENSP00000333018	pfam_whole	5
ENSP00000012443	pfam	3
ENSP00000012443	pfam_whole	34
ENSP00000272454	pfam	3
ENSP00000272454	pfam_whole	51
ENSP00000448112	pfam	3
ENSP00000448112	pfam_whole	19
ENSP00000333018	pfam	2
ENSP00000333018	pfam_whole	5
ENSP00000398211	pfam	3
ENSP00000398211	pfam_whole	8
ENSP00000368767	pfam	3
ENSP00000368767	pfam_whole	19
ENSP00000360876	pfam	3
ENSP00000360876	pfam_whole	11
ENSP00000448112	pfam	2
ENSP00000448112	pfam_whole	19
ENSP00000005386	pfam	3
ENSP00000005386	pfam_whole	8
ENSP00000005386	pfam	3
ENSP00000005386	pfam_whole	8
ENSP00000360874	pfam	2
ENSP00000360874	pfam_whole	10
ENSP00000357219	pfam	3
ENSP00000357219	pfam_whole	8
ENSP00000357219	pfam	3
ENSP00000357219	pfam_whole	8
ENSP00000360876	pfam	3
ENSP00000360876	pfam_whole	11
ENSP00000448112	pfam	3
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	3
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	2
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	3
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	2
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	3
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	2
ENSP00000448112	pfam_whole	19
ENSP00000448112	pfam	3
ENSP00000448112	pfam_whole	19
ENSP00000351596	pfam	3
ENSP00000351596	pfam_whole	8
ENSP00000351596	pfam	3
ENSP00000351596	pfam_whole	8
ENSP00000351596	pfam	3
ENSP00000351596	pfam_whole	8
ENSP00000351596	pfam	3
ENSP00000351596	pfam_whole	8
ENSP00000351596	pfam	3
ENSP00000351596	pfam_whole	8
ENSP00000343871	pfam	3
ENSP00000343871	pfam_whole	19
ENSP00000343871	pfam	2
ENSP00000343871	pfam_whole	19
ENSP00000343871	pfam	3
ENSP00000343871	pfam_whole	19
ENSP00000343871	pfam	3
ENSP00000343871	pfam_whole	19
ENSP00000343871	pfam	2
ENSP00000343871	pfam_whole	19
ENSP00000263956	pfam	3
ENSP00000263956	pfam_whole	12
ENSP00000263956	pfam	2
ENSP00000263956	pfam_whole	12
ENSP00000263956	pfam	3
ENSP00000263956	pfam_whole	12
ENSP00000005386	pfam	3
ENSP00000005386	pfam_whole	8
ENSP00000005386	pfam	2
ENSP00000005386	pfam_whole	8
ENSP00000005386	pfam	2
ENSP00000005386	pfam_whole	8
ENSP00000378350	pfam	3
ENSP00000378350	pfam_whole	10
ENSP00000378350	pfam	3
ENSP00000378350	pfam_whole	10
ENSP00000360876	pfam	3
ENSP00000360876	pfam_whole	11
ENSP00000360876	pfam	3
ENSP00000360876	pfam_whole	11
ENSP00000360876	pfam	3
ENSP00000360876	pfam_whole	11
ENSP00000360876	pfam	3
ENSP00000360876	pfam_whole	11
ENSP00000360874	pfam	0
ENSP00000360874	pfam_whole	10
ENSP00000360874	pfam	2
ENSP00000360874	pfam_whole	10
ENSP00000398211	pfam	3
ENSP00000398211	pfam_whole	8
ENSP00000398211	pfam	3
ENSP00000398211	pfam_whole	8
ENSP00000357219	pfam	3
ENSP00000357219	pfam_whole	8
ENSP00000357219	pfam	3
ENSP00000357219	pfam_whole	8
ENSP00000357219	pfam	3
ENSP00000357219	pfam_whole	8
ENSP00000333018	pfam	0
ENSP00000333018	pfam_whole	5
ENSP00000012443	pfam	3
ENSP00000012443	pfam_whole	34
ENSP00000240333	pfam	5
ENSP00000240333	pfam_whole	14
ENSP00000387075	pfam	23
ENSP00000387075	pfam_whole	60
ENSP00000379173	pfam	19
ENSP00000379173	pfam_whole	19
ENSP00000359222	pfam	13
ENSP00000359222	pfam_whole	13
ENSP00000316990	pfam	8
ENSP00000316990	pfam_whole	8
ENSP00000295702	pfam	11
ENSP00000295702	pfam_whole	11
ENSP00000430955	pfam	17
ENSP00000430955	pfam_whole	17
ENSP00000264382	pfam	10
ENSP00000264382	pfam_whole	52
ENSP00000264382	pfam	0
ENSP00000264382	pfam_whole	52
ENSP00000364794	pfam	46
ENSP00000364794	pfam_whole	46
ENSP00000364794	pfam	11
ENSP00000364794	pfam_whole	46
ENSP00000281038	pfam	17
ENSP00000281038	pfam_whole	17
ENSP00000355086	pfam	25
ENSP00000355086	pfam_whole	25
ENSP00000338093	pfam	14
ENSP00000338093	pfam_whole	48
ENSP00000355086	pfam	14
ENSP00000355086	pfam_whole	25
ENSP00000281038	pfam	6
ENSP00000281038	pfam_whole	17
ENSP00000273962	pfam	9
ENSP00000273962	pfam_whole	9
ENSP00000338093	pfam	18
ENSP00000338093	pfam_whole	48
ENSP00000362027	pfam	8
ENSP00000362027	pfam_whole	41
ENSP00000252898	pfam	9
ENSP00000252898	pfam_whole	9
ENSP00000380468	pfam	0
ENSP00000380468	pfam_whole	0
ENSP00000368966	pfam	18
ENSP00000368966	pfam_whole	19
ENSP00000358563	pfam	6
ENSP00000358563	pfam_whole	24
ENSP00000358563	pfam	16
ENSP00000358563	pfam_whole	24
ENSP00000469315	pfam	22
ENSP00000469315	pfam_whole	22
ENSP00000301420	pfam	17
ENSP00000301420	pfam_whole	17
ENSP00000365075	pfam	17
ENSP00000365075	pfam_whole	17
ENSP00000278742	pfam	18
ENSP00000278742	pfam_whole	169
ENSP00000334611	pfam	18
ENSP00000334611	pfam_whole	64
ENSP00000469417	pfam	18
ENSP00000469417	pfam_whole	18
ENSP00000333003	pfam	17
ENSP00000333003	pfam_whole	55
ENSP00000296280	pfam	24
ENSP00000296280	pfam_whole	101
ENSP00000383690	pfam	18
ENSP00000383690	pfam_whole	116
ENSP00000401701	pfam	16
ENSP00000401701	pfam_whole	63
ENSP00000258080	pfam	15
ENSP00000258080	pfam_whole	25
ENSP00000358714	pfam	10
ENSP00000358714	pfam_whole	38
ENSP00000258080	pfam	15
ENSP00000258080	pfam_whole	25
ENSP00000365075	pfam	17
ENSP00000365075	pfam_whole	17
ENSP00000301420	pfam	17
ENSP00000301420	pfam_whole	17
ENSP00000247153	pfam	0
ENSP00000247153	pfam_whole	55
ENSP00000247153	pfam	0
ENSP00000247153	pfam_whole	55
ENSP00000247153	pfam	0
ENSP00000247153	pfam_whole	55
ENSP00000247153	pfam	0
ENSP00000247153	pfam_whole	55
ENSP00000247153	pfam	0
ENSP00000247153	pfam_whole	55
ENSP00000247153	pfam	0
ENSP00000247153	pfam_whole	55
ENSP00000369921	pfam	0
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	0
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	0
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	0
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	0
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	0
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	0
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	0
ENSP00000369921	pfam_whole	78
ENSP00000272643	pfam	0
ENSP00000272643	pfam_whole	1411
ENSP00000272643	pfam	0
ENSP00000272643	pfam_whole	1411
ENSP00000272643	pfam	0
ENSP00000272643	pfam_whole	1411
ENSP00000272643	pfam	0
ENSP00000272643	pfam_whole	1411
ENSP00000272643	pfam	0
ENSP00000272643	pfam_whole	1411
ENSP00000272643	pfam	0
ENSP00000272643	pfam_whole	1411
ENSP00000272643	pfam	0
ENSP00000272643	pfam_whole	1411
ENSP00000272643	pfam	0
ENSP00000272643	pfam_whole	1411
ENSP00000251582	pfam	0
ENSP00000251582	pfam_whole	229
ENSP00000251582	pfam	0
ENSP00000251582	pfam_whole	229
ENSP00000251582	pfam	0
ENSP00000251582	pfam_whole	229
ENSP00000251582	pfam	0
ENSP00000251582	pfam_whole	229
ENSP00000299164	pfam	0
ENSP00000299164	pfam_whole	203
ENSP00000299164	pfam	0
ENSP00000299164	pfam_whole	203
ENSP00000299164	pfam	0
ENSP00000299164	pfam_whole	203
ENSP00000222271	pfam	0
ENSP00000222271	pfam_whole	335
ENSP00000222271	pfam	0
ENSP00000222271	pfam_whole	335
ENSP00000222271	pfam	0
ENSP00000222271	pfam_whole	335
ENSP00000222271	pfam	0
ENSP00000222271	pfam_whole	335
ENSP00000222271	pfam	0
ENSP00000222271	pfam_whole	335
ENSP00000222271	pfam	0
ENSP00000222271	pfam_whole	335
ENSP00000222271	pfam	12
ENSP00000222271	pfam_whole	335
ENSP00000353971	pfam	12
ENSP00000353971	pfam_whole	16
ENSP00000392252	pfam	25
ENSP00000392252	pfam_whole	41
ENSP00000318697	pfam	19
ENSP00000318697	pfam_whole	19
ENSP00000336799	pfam	22
ENSP00000336799	pfam_whole	22
ENSP00000264071	pfam	19
ENSP00000264071	pfam_whole	19
ENSP00000357651	pfam	28
ENSP00000357651	pfam_whole	33
ENSP00000320797	pfam	21
ENSP00000320797	pfam_whole	41
ENSP00000336799	pfam	19
ENSP00000336799	pfam_whole	22
ENSP00000264071	pfam	18
ENSP00000264071	pfam_whole	19
ENSP00000318697	pfam	18
ENSP00000318697	pfam_whole	19
ENSP00000357651	pfam	18
ENSP00000357651	pfam_whole	33
ENSP00000348132	pfam	15
ENSP00000348132	pfam_whole	85
ENSP00000440190	pfam	5
ENSP00000440190	pfam_whole	503
ENSP00000373570	pfam	92
ENSP00000373570	pfam_whole	92
ENSP00000392762	pfam	86
ENSP00000392762	pfam_whole	86
ENSP00000312224	pfam	14
ENSP00000312224	pfam_whole	14
ENSP00000387362	pfam	19
ENSP00000387362	pfam_whole	29
ENSP00000367770	pfam	19
ENSP00000367770	pfam_whole	19
ENSP00000377401	pfam	14
ENSP00000377401	pfam_whole	43
ENSP00000240333	pfam	14
ENSP00000240333	pfam_whole	14
ENSP00000467024	pfam	4
ENSP00000467024	pfam_whole	86
ENSP00000467024	pfam	4
ENSP00000467024	pfam_whole	86
ENSP00000253339	pfam	5
ENSP00000253339	pfam_whole	497
ENSP00000440190	pfam	0
ENSP00000440190	pfam_whole	503
ENSP00000365576	pfam	6
ENSP00000365576	pfam_whole	443
ENSP00000292782	pfam	4
ENSP00000292782	pfam_whole	20
ENSP00000262432	pfam	14
ENSP00000262432	pfam_whole	23
ENSP00000304697	pfam	9
ENSP00000304697	pfam_whole	15
ENSP00000304697	pfam	11
ENSP00000304697	pfam_whole	15
ENSP00000304697	pfam	15
ENSP00000304697	pfam_whole	15
ENSP00000467024	pfam	10
ENSP00000467024	pfam_whole	86
ENSP00000358667	pfam	7
ENSP00000358667	pfam_whole	22
ENSP00000257570	pfam	16
ENSP00000257570	pfam_whole	24
ENSP00000365576	pfam	9
ENSP00000365576	pfam_whole	443
ENSP00000365131	pfam	14
ENSP00000365131	pfam_whole	694
ENSP00000405965	pfam	15
ENSP00000405965	pfam_whole	15
ENSP00000318635	pfam	15
ENSP00000318635	pfam_whole	15
ENSP00000380990	pfam	6
ENSP00000380990	pfam_whole	16
ENSP00000304697	pfam	9
ENSP00000304697	pfam_whole	15
ENSP00000304697	pfam	11
ENSP00000304697	pfam_whole	15
ENSP00000304697	pfam	15
ENSP00000304697	pfam_whole	15
ENSP00000382507	pfam	14
ENSP00000382507	pfam_whole	51
ENSP00000250066	pfam	157
ENSP00000250066	pfam_whole	177
ENSP00000260187	pfam	34
ENSP00000260187	pfam_whole	34
ENSP00000407818	pfam	29
ENSP00000407818	pfam_whole	29
ENSP00000258499	pfam	52
ENSP00000258499	pfam_whole	95
ENSP00000383044	pfam	106
ENSP00000383044	pfam_whole	123
ENSP00000334808	pfam	100
ENSP00000334808	pfam_whole	100
ENSP00000477751	pfam	33
ENSP00000477751	pfam_whole	171
ENSP00000310590	pfam	25
ENSP00000310590	pfam_whole	674
ENSP00000483519	pfam	33
ENSP00000483519	pfam_whole	171
ENSP00000478565	pfam	25
ENSP00000478565	pfam_whole	170
ENSP00000390759	pfam	33
ENSP00000390759	pfam_whole	170
ENSP00000215794	pfam	26
ENSP00000215794	pfam_whole	35
ENSP00000274030	pfam	25
ENSP00000274030	pfam_whole	698
ENSP00000407818	pfam	29
ENSP00000407818	pfam_whole	29
ENSP00000310590	pfam	25
ENSP00000310590	pfam_whole	674
ENSP00000215794	pfam	26
ENSP00000215794	pfam_whole	35
ENSP00000483519	pfam	33
ENSP00000483519	pfam_whole	171
ENSP00000477751	pfam	33
ENSP00000477751	pfam_whole	171
ENSP00000390759	pfam	33
ENSP00000390759	pfam_whole	170
ENSP00000478565	pfam	25
ENSP00000478565	pfam_whole	170
ENSP00000260187	pfam	34
ENSP00000260187	pfam_whole	34
ENSP00000258499	pfam	40
ENSP00000258499	pfam_whole	95
ENSP00000334808	pfam	100
ENSP00000334808	pfam_whole	100
ENSP00000383044	pfam	106
ENSP00000383044	pfam_whole	123
ENSP00000250066	pfam	142
ENSP00000250066	pfam_whole	177
ENSP00000332887	pfam	4
ENSP00000332887	pfam_whole	4
ENSP00000319678	pfam	43
ENSP00000319678	pfam_whole	43
ENSP00000370889	pfam	33
ENSP00000370889	pfam_whole	33
ENSP00000362727	pfam	5
ENSP00000362727	pfam_whole	49
ENSP00000341045	pfam	34
ENSP00000341045	pfam_whole	34
ENSP00000418532	pfam	46
ENSP00000418532	pfam_whole	46
ENSP00000304845	pfam	46
ENSP00000304845	pfam_whole	46
ENSP00000400906	pfam	12
ENSP00000400906	pfam_whole	21
ENSP00000356982	pfam	14
ENSP00000356982	pfam_whole	14
ENSP00000387362	pfam	24
ENSP00000387362	pfam_whole	29
ENSP00000366746	pfam	0
ENSP00000366746	pfam_whole	103
ENSP00000383044	pfam	0
ENSP00000383044	pfam_whole	123
ENSP00000383044	pfam	0
ENSP00000383044	pfam_whole	123
ENSP00000386466	pfam	9
ENSP00000386466	pfam_whole	9
ENSP00000260129	pfam	6
ENSP00000260129	pfam_whole	105
ENSP00000284202	pfam	20
ENSP00000284202	pfam_whole	41
ENSP00000468969	pfam	11
ENSP00000468969	pfam_whole	11
ENSP00000378285	pfam	0
ENSP00000378285	pfam_whole	30
ENSP00000469945	pfam	12
ENSP00000469945	pfam_whole	12
ENSP00000350221	pfam	40
ENSP00000350221	pfam_whole	81
ENSP00000379931	pfam	11
ENSP00000379931	pfam_whole	29
ENSP00000376215	pfam	11
ENSP00000376215	pfam_whole	11
ENSP00000384361	pfam	13
ENSP00000384361	pfam_whole	13
ENSP00000400906	pfam	12
ENSP00000400906	pfam_whole	21
ENSP00000397453	pfam	13
ENSP00000397453	pfam_whole	23
ENSP00000383719	pfam	11
ENSP00000383719	pfam_whole	63
ENSP00000255226	pfam	25
ENSP00000255226	pfam_whole	39
ENSP00000255226	pfam	23
ENSP00000255226	pfam_whole	39
ENSP00000296792	pfam	11
ENSP00000296792	pfam_whole	11
ENSP00000369335	pfam	6
ENSP00000369335	pfam_whole	152
ENSP00000369335	pfam	9
ENSP00000369335	pfam_whole	152
ENSP00000369335	pfam	9
ENSP00000369335	pfam_whole	152
ENSP00000379203	pfam	27
ENSP00000379203	pfam_whole	27
ENSP00000352522	pfam	6
ENSP00000352522	pfam_whole	8
ENSP00000352522	pfam	8
ENSP00000352522	pfam_whole	8
ENSP00000327536	pfam	17
ENSP00000327536	pfam_whole	23
ENSP00000420321	pfam	17
ENSP00000420321	pfam_whole	71
ENSP00000468936	pfam	15
ENSP00000468936	pfam_whole	18
ENSP00000396722	pfam	11
ENSP00000396722	pfam_whole	14
ENSP00000290401	pfam	25
ENSP00000290401	pfam_whole	31
ENSP00000244519	pfam	15
ENSP00000244519	pfam_whole	20
ENSP00000361592	pfam	9
ENSP00000361592	pfam_whole	38
ENSP00000278198	pfam	7
ENSP00000278198	pfam_whole	75
ENSP00000365523	pfam	7
ENSP00000365523	pfam_whole	18
ENSP00000167106	pfam	22
ENSP00000167106	pfam_whole	56
ENSP00000264741	pfam	12
ENSP00000264741	pfam_whole	40
ENSP00000311962	pfam	10
ENSP00000311962	pfam_whole	185
ENSP00000366746	pfam	9
ENSP00000366746	pfam_whole	103
ENSP00000460823	pfam	9
ENSP00000460823	pfam_whole	53
ENSP00000415769	pfam	6
ENSP00000415769	pfam_whole	49
ENSP00000339867	pfam	26
ENSP00000339867	pfam_whole	90
ENSP00000328397	pfam	46
ENSP00000328397	pfam_whole	46
ENSP00000320885	pfam	5
ENSP00000320885	pfam_whole	25
ENSP00000366988	pfam	15
ENSP00000366988	pfam_whole	36
ENSP00000428281	pfam	10
ENSP00000428281	pfam_whole	10
ENSP00000374037	pfam	22
ENSP00000374037	pfam_whole	298
ENSP00000297848	pfam	17
ENSP00000297848	pfam_whole	41
ENSP00000297848	pfam	13
ENSP00000297848	pfam_whole	41
ENSP00000362870	pfam	11
ENSP00000362870	pfam_whole	83
ENSP00000362870	pfam	12
ENSP00000362870	pfam_whole	83
ENSP00000254898	pfam	8
ENSP00000254898	pfam_whole	274
ENSP00000254898	pfam	8
ENSP00000254898	pfam_whole	274
ENSP00000417185	pfam	23
ENSP00000417185	pfam_whole	135
ENSP00000415769	pfam	15
ENSP00000415769	pfam_whole	49
ENSP00000362870	pfam	11
ENSP00000362870	pfam_whole	83
ENSP00000362870	pfam	12
ENSP00000362870	pfam_whole	83
ENSP00000254898	pfam	8
ENSP00000254898	pfam_whole	274
ENSP00000254898	pfam	0
ENSP00000254898	pfam_whole	274
ENSP00000297848	pfam	17
ENSP00000297848	pfam_whole	41
ENSP00000297848	pfam	13
ENSP00000297848	pfam_whole	41
ENSP00000310260	pfam	18
ENSP00000310260	pfam_whole	208
ENSP00000415769	pfam	15
ENSP00000415769	pfam_whole	49
ENSP00000417185	pfam	12
ENSP00000417185	pfam_whole	135
ENSP00000362870	pfam	11
ENSP00000362870	pfam_whole	83
ENSP00000362870	pfam	12
ENSP00000362870	pfam_whole	83
ENSP00000415769	pfam	15
ENSP00000415769	pfam_whole	49
ENSP00000326330	pfam	0
ENSP00000326330	pfam_whole	35
ENSP00000326330	pfam	0
ENSP00000326330	pfam_whole	35
ENSP00000326330	pfam	0
ENSP00000326330	pfam_whole	35
ENSP00000326330	pfam	0
ENSP00000326330	pfam_whole	35
ENSP00000298925	pfam	0
ENSP00000298925	pfam_whole	250
ENSP00000298925	pfam	0
ENSP00000298925	pfam_whole	250
ENSP00000225964	pfam	9
ENSP00000225964	pfam_whole	1148
ENSP00000304408	pfam	4
ENSP00000304408	pfam_whole	1188
ENSP00000348645	pfam	0
ENSP00000348645	pfam_whole	98
ENSP00000382323	pfam	9
ENSP00000382323	pfam_whole	771
ENSP00000382323	pfam	10
