protein	loop_length
ENSP00000479069	259
ENSP00000433967	32
ENSP00000259324	14
ENSP00000312397	5
ENSP00000312397	28
ENSP00000312397	2
ENSP00000312397	2
ENSP00000312397	2
ENSP00000265191	7
ENSP00000325038	166
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	5
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	27
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	6
ENSP00000325038	26
ENSP00000278193	25
ENSP00000278198	13
ENSP00000278198	42
ENSP00000360216	51
ENSP00000360216	4
ENSP00000360216	4
ENSP00000360216	22
ENSP00000368767	5
ENSP00000368767	19
ENSP00000354929	14
ENSP00000354929	8
ENSP00000354929	5
ENSP00000020945	7
ENSP00000020945	5
ENSP00000020945	6
ENSP00000020945	6
ENSP00000427130	37
ENSP00000263665	9
ENSP00000263665	18
ENSP00000263665	3
ENSP00000263665	3
ENSP00000263665	2
ENSP00000263665	4
ENSP00000263665	17
ENSP00000263665	11
ENSP00000263665	11
ENSP00000354691	4
ENSP00000354691	59
ENSP00000354691	5
ENSP00000354691	4
ENSP00000354691	5
ENSP00000354691	49
ENSP00000334611	33
ENSP00000364758	10
ENSP00000364758	71
ENSP00000364758	8
ENSP00000364758	106
ENSP00000409667	33
ENSP00000409667	3
ENSP00000370889	3
ENSP00000370889	14
ENSP00000267102	10
ENSP00000367318	48
ENSP00000332756	1
ENSP00000332756	10
ENSP00000332756	10
ENSP00000330442	47
ENSP00000330442	74
ENSP00000253693	14
ENSP00000253693	93
ENSP00000253693	99
ENSP00000353165	11
ENSP00000301215	64
ENSP00000301215	7
ENSP00000301215	6
ENSP00000301215	6
ENSP00000251691	187
ENSP00000297283	21
ENSP00000361512	11
ENSP00000472530	16
ENSP00000472530	27
ENSP00000376765	7
ENSP00000339529	232
ENSP00000244576	6
ENSP00000244576	5
ENSP00000244576	6
ENSP00000244576	5
ENSP00000244576	6
ENSP00000244576	5
ENSP00000244576	4
ENSP00000244576	5
ENSP00000439467	17
ENSP00000307134	4
ENSP00000307134	77
ENSP00000307134	6
ENSP00000378418	6
ENSP00000378418	6
ENSP00000354778	37
ENSP00000354778	49
ENSP00000354778	294
ENSP00000354778	69
ENSP00000263431	14
ENSP00000263431	17
ENSP00000263431	69
ENSP00000263431	31
ENSP00000263125	19
ENSP00000263125	97
ENSP00000263125	14
ENSP00000334808	72
ENSP00000264908	4
ENSP00000264908	9
ENSP00000264908	3
ENSP00000421985	153
ENSP00000421985	427
ENSP00000403397	71
ENSP00000363313	57
ENSP00000363313	4
ENSP00000363313	5
ENSP00000363313	23
ENSP00000363313	4
ENSP00000363313	3
ENSP00000377280	16
ENSP00000361446	2
ENSP00000361446	1
ENSP00000361446	5
ENSP00000361446	2
ENSP00000486540	21
ENSP00000364781	6
ENSP00000364781	29
ENSP00000364781	14
ENSP00000274963	11
ENSP00000274963	23
ENSP00000274963	37
ENSP00000261778	5
ENSP00000468785	102
ENSP00000468785	4
ENSP00000468785	69
ENSP00000360154	22
ENSP00000360154	137
ENSP00000263956	8
ENSP00000263956	10
ENSP00000319591	10
ENSP00000319591	20
ENSP00000319591	7
ENSP00000398211	1
ENSP00000398211	8
ENSP00000355361	1
ENSP00000382610	49
ENSP00000382610	5
ENSP00000217939	204
ENSP00000217939	15
ENSP00000217939	1064
ENSP00000217939	2
ENSP00000217939	2
ENSP00000217939	6
ENSP00000217939	10
ENSP00000217939	11
ENSP00000217939	1
ENSP00000217939	12
ENSP00000217939	53
ENSP00000234590	5
ENSP00000291971	14
ENSP00000291971	196
ENSP00000291971	6
ENSP00000291971	6
ENSP00000371846	178
ENSP00000357669	87
ENSP00000357669	18
ENSP00000478273	11
ENSP00000359423	7
ENSP00000257570	24
ENSP00000277541	10
ENSP00000277541	8
ENSP00000277541	4
ENSP00000277541	9
ENSP00000277541	9
ENSP00000277541	5
ENSP00000277541	9
ENSP00000277541	41
ENSP00000277541	4
ENSP00000277541	9
ENSP00000277541	6
ENSP00000277541	9
ENSP00000277541	9
ENSP00000277541	8
ENSP00000277541	6
ENSP00000277541	9
ENSP00000277541	9
ENSP00000277541	8
ENSP00000277541	9
ENSP00000277541	5
ENSP00000277541	9
ENSP00000277541	45
ENSP00000277541	4
ENSP00000277541	6
ENSP00000277541	24
ENSP00000277541	5
ENSP00000277541	7
ENSP00000277541	21
ENSP00000277541	43
ENSP00000277541	14
ENSP00000277541	69
ENSP00000277541	7
ENSP00000277541	4
ENSP00000277541	5
ENSP00000277541	44
ENSP00000277541	89
ENSP00000277541	249
ENSP00000281171	120
ENSP00000281171	91
ENSP00000314348	14
ENSP00000314348	10
ENSP00000220751	140
ENSP00000444896	374
ENSP00000390475	88
ENSP00000390475	194
ENSP00000441178	0
ENSP00000488257	43
ENSP00000488257	16
ENSP00000361927	25
ENSP00000361927	69
ENSP00000361927	0
ENSP00000371542	35
ENSP00000371542	12
ENSP00000369335	88
ENSP00000369335	12
ENSP00000301149	7
ENSP00000348132	85
ENSP00000476369	6
ENSP00000476369	5
ENSP00000476369	3
ENSP00000354718	730
ENSP00000354718	22
ENSP00000373715	5
ENSP00000419692	7
ENSP00000419692	62
ENSP00000345079	54
ENSP00000272643	112
ENSP00000272643	217
ENSP00000272643	82
ENSP00000272643	209
ENSP00000272643	93
ENSP00000272643	71
ENSP00000272643	74
ENSP00000336799	24
ENSP00000345785	76
ENSP00000363193	23
ENSP00000363193	542
ENSP00000357123	125
ENSP00000357122	125
ENSP00000383044	11
ENSP00000383044	29
ENSP00000254436	19
ENSP00000254436	27
ENSP00000254436	4
ENSP00000332549	108
ENSP00000332549	0
ENSP00000414068	6
ENSP00000354963	31
ENSP00000467290	28
ENSP00000355388	94
ENSP00000397925	5
ENSP00000397925	3
ENSP00000397925	14
ENSP00000400997	109
ENSP00000400997	29
ENSP00000400997	6
ENSP00000400997	6
ENSP00000400997	28
ENSP00000400997	6
ENSP00000400997	6
ENSP00000400997	6
ENSP00000400997	27
ENSP00000400997	6
ENSP00000400997	6
ENSP00000400997	6
ENSP00000400997	6
ENSP00000400997	6
ENSP00000260191	1
ENSP00000334650	51
ENSP00000369453	11
ENSP00000369453	76
ENSP00000326330	7
ENSP00000326330	5
ENSP00000326330	7
ENSP00000326330	760
ENSP00000326330	9
ENSP00000326330	6
ENSP00000326330	9
ENSP00000326330	27
ENSP00000326330	6
ENSP00000326330	7
ENSP00000359446	1
ENSP00000261486	7
ENSP00000261486	1
ENSP00000261486	13
ENSP00000385717	51
ENSP00000258772	6
ENSP00000360147	5
ENSP00000360147	0
ENSP00000360147	8
ENSP00000358716	8
ENSP00000324203	30
ENSP00000287295	0
ENSP00000251166	5
ENSP00000251166	31
ENSP00000251166	77
ENSP00000251166	48
ENSP00000251166	34
ENSP00000251166	5
ENSP00000251166	75
ENSP00000365576	440
ENSP00000265838	3
ENSP00000337461	20
ENSP00000337461	25
ENSP00000337461	23
ENSP00000411084	97
ENSP00000411084	27
ENSP00000411084	26
ENSP00000411084	5
ENSP00000411084	6
ENSP00000411084	6
ENSP00000411084	6
ENSP00000411084	6
ENSP00000411084	26
ENSP00000411084	5
ENSP00000411084	20
ENSP00000411084	6
ENSP00000411084	8
ENSP00000398789	39
ENSP00000398789	49
ENSP00000398789	43
ENSP00000366135	38
ENSP00000366135	11
ENSP00000265131	119
ENSP00000265131	5
ENSP00000265131	33
ENSP00000265131	5
ENSP00000265131	5
ENSP00000265131	64
ENSP00000265131	17
ENSP00000265131	8
ENSP00000265131	11
ENSP00000265131	10
ENSP00000265131	9
ENSP00000265131	13
ENSP00000265131	14
ENSP00000265131	14
ENSP00000265131	14
ENSP00000265131	21
ENSP00000265131	11
ENSP00000265131	10
ENSP00000265131	13
ENSP00000265131	10
ENSP00000265131	11
ENSP00000335074	4
ENSP00000424176	5
ENSP00000424176	5
ENSP00000302393	3
ENSP00000325091	9
ENSP00000325091	128
ENSP00000316152	2
ENSP00000489910	28
ENSP00000489910	92
ENSP00000484981	307
ENSP00000484981	5
ENSP00000484981	777
ENSP00000222271	51
ENSP00000222271	19
ENSP00000222271	80
ENSP00000222271	24
ENSP00000222271	2
ENSP00000222271	1
ENSP00000222271	1
ENSP00000222271	16
ENSP00000343930	5
ENSP00000343930	35
ENSP00000343930	2
ENSP00000343930	2
ENSP00000343930	2
ENSP00000343930	3
ENSP00000400972	8
ENSP00000381298	214
ENSP00000381298	32
ENSP00000337320	24
ENSP00000337320	6
ENSP00000337320	6
ENSP00000337320	6
ENSP00000337320	6
ENSP00000337320	6
ENSP00000337320	6
ENSP00000362127	6
ENSP00000362127	6
ENSP00000362127	5
ENSP00000362127	6
ENSP00000362127	6
ENSP00000295131	103
ENSP00000295131	46
ENSP00000468720	116
ENSP00000468720	6
ENSP00000468720	6
ENSP00000468720	6
ENSP00000468720	6
ENSP00000468720	6
ENSP00000468720	6
ENSP00000468720	6
ENSP00000468720	6
ENSP00000468720	6
ENSP00000468720	6
ENSP00000267522	45
ENSP00000267522	9
ENSP00000375479	14
ENSP00000375479	3
ENSP00000428698	14
ENSP00000356022	7
ENSP00000262301	25
ENSP00000323867	10
ENSP00000323867	21
ENSP00000376410	3
ENSP00000376410	208
ENSP00000376410	22
ENSP00000316950	58
ENSP00000316950	216
ENSP00000360876	11
ENSP00000360876	5
ENSP00000360876	7
ENSP00000311899	4
ENSP00000311899	3
ENSP00000311899	4
ENSP00000311899	4
ENSP00000311899	3
ENSP00000311899	4
ENSP00000311899	3
ENSP00000334538	86
ENSP00000387176	137
ENSP00000387176	2
ENSP00000299441	12
ENSP00000299441	8
ENSP00000299441	13
ENSP00000299441	12
ENSP00000299441	12
ENSP00000299441	12
ENSP00000299441	14
ENSP00000299441	13
ENSP00000299441	12
ENSP00000299441	20
ENSP00000299441	22
ENSP00000299441	12
ENSP00000299441	12
ENSP00000299441	12
ENSP00000299441	12
ENSP00000299441	71
ENSP00000299441	17
ENSP00000299441	12
ENSP00000299441	12
ENSP00000299441	12
ENSP00000299441	12
ENSP00000299441	12
ENSP00000280704	3
ENSP00000391641	154
ENSP00000391641	6
ENSP00000391641	6
ENSP00000391641	28
ENSP00000391641	6
ENSP00000391641	6
ENSP00000391641	6
ENSP00000391641	27
ENSP00000391641	6
ENSP00000391641	23
ENSP00000391641	44
ENSP00000391641	6
ENSP00000391641	4
ENSP00000391641	24
ENSP00000478995	1
ENSP00000405786	6
ENSP00000405786	31
ENSP00000367545	36
ENSP00000367545	103
ENSP00000223023	64
ENSP00000223023	144
ENSP00000223023	4
ENSP00000339915	186
ENSP00000339915	40
ENSP00000339915	412
ENSP00000339915	455
ENSP00000339915	2
ENSP00000318916	156
ENSP00000318916	4
ENSP00000362924	18
ENSP00000362924	25
ENSP00000362924	48
ENSP00000362924	22
ENSP00000362924	23
ENSP00000478606	12
ENSP00000478606	12
ENSP00000478606	7
ENSP00000478606	12
ENSP00000478606	24
ENSP00000478606	21
ENSP00000409373	0
ENSP00000285398	71
ENSP00000285398	9
ENSP00000487358	10
ENSP00000362727	3
ENSP00000362727	14
ENSP00000279396	20
ENSP00000358563	0
ENSP00000358563	0
ENSP00000358563	2
ENSP00000246104	7
ENSP00000246104	3
ENSP00000246104	6
ENSP00000350773	6
ENSP00000350773	6
ENSP00000350773	6
ENSP00000350773	6
ENSP00000350773	6
ENSP00000350773	6
ENSP00000350773	6
ENSP00000350773	19
ENSP00000350773	6
ENSP00000350773	7
ENSP00000465772	111
ENSP00000384192	55
ENSP00000384192	5
ENSP00000384192	17
ENSP00000335261	28
ENSP00000357206	7
ENSP00000408176	81
ENSP00000265564	27
ENSP00000312070	12
ENSP00000312070	12
ENSP00000312070	7
ENSP00000312070	12
ENSP00000312070	22
ENSP00000312070	20
ENSP00000312070	40
ENSP00000448059	12
ENSP00000423313	43
ENSP00000430684	39
ENSP00000385319	323
ENSP00000385319	6
ENSP00000385319	6
ENSP00000385319	4
ENSP00000342276	218
ENSP00000342276	6
ENSP00000285093	3
ENSP00000345895	288
ENSP00000365858	21
ENSP00000361704	19
ENSP00000313809	8
ENSP00000254898	13
ENSP00000254898	6
ENSP00000254898	3
ENSP00000254898	3
ENSP00000254898	4
ENSP00000254898	6
ENSP00000254898	5
ENSP00000254898	9
ENSP00000254898	29
ENSP00000356959	78
ENSP00000251269	114
ENSP00000251269	6
ENSP00000251269	30
ENSP00000251269	6
ENSP00000251269	6
ENSP00000251269	26
ENSP00000251269	6
ENSP00000251269	26
ENSP00000251269	6
ENSP00000251269	7
ENSP00000251269	6
ENSP00000463233	13
ENSP00000463233	16
ENSP00000463233	29
ENSP00000438788	216
ENSP00000438788	4
ENSP00000434849	4
ENSP00000434849	39
ENSP00000445477	88
ENSP00000445477	6
ENSP00000445477	6
ENSP00000439781	192
ENSP00000439781	28
ENSP00000456894	0
ENSP00000456894	0
ENSP00000343023	453
ENSP00000343023	58
ENSP00000328405	2
ENSP00000328405	40
ENSP00000328405	16
ENSP00000328405	53
ENSP00000328405	15
ENSP00000486112	8
ENSP00000486112	6
ENSP00000263246	156
ENSP00000353846	50
ENSP00000353846	123
ENSP00000288135	30
ENSP00000387365	40
ENSP00000387362	9
ENSP00000386414	358
ENSP00000309474	0
ENSP00000309474	0
ENSP00000309474	6
ENSP00000421736	5
ENSP00000421736	5
ENSP00000421736	6
ENSP00000421736	4
ENSP00000421736	11
ENSP00000421736	5
ENSP00000421736	5
ENSP00000320188	6
ENSP00000320188	131
ENSP00000320188	6
ENSP00000320188	47
ENSP00000320188	6
ENSP00000320188	7
ENSP00000486463	32
ENSP00000486463	0
ENSP00000486463	57
ENSP00000356936	5
ENSP00000267568	9
ENSP00000379651	135
ENSP00000372139	6
ENSP00000402505	15
ENSP00000402505	115
ENSP00000402505	87
ENSP00000402505	36
ENSP00000402505	3
ENSP00000402505	80
ENSP00000402505	53
ENSP00000356247	11
ENSP00000287239	422
ENSP00000265097	9
ENSP00000265097	2
ENSP00000265097	7
ENSP00000306356	6
ENSP00000306356	54
ENSP00000306356	37
ENSP00000306356	6
ENSP00000006658	16
ENSP00000418001	4
ENSP00000418693	22
ENSP00000297435	7
ENSP00000297436	6
ENSP00000226218	98
ENSP00000226218	3
ENSP00000226218	3
ENSP00000226218	118
ENSP00000370512	6
ENSP00000336719	178
ENSP00000336719	27
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	6
ENSP00000336719	24
ENSP00000336719	6
ENSP00000336719	6
ENSP00000354130	11
ENSP00000294168	24
